sa2_code,sa2_name,area_band,longitude,latitude,population_2025,population_growth_pct_2024_25,stops_per_10000_people,total_stops,access_category
212031304,Cranbourne West,Outer / growth corridor,145.248408,-38.101835,25490,2.6,18.83,48,Low
212031306,Lynbrook - Lyndhurst,Outer / growth corridor,145.253158,-38.062024,19545,0.9,23.54,46,Moderate
212051325,Mulgrave,Outer / growth corridor,145.175877,-37.925669,21072,0.6,52.2,110,High
212051326,Oakleigh - Huntingdale,Outer / growth corridor,145.101213,-37.908469,25427,1.6,58.21,148,High
212051327,Wheelers Hill,Outer / growth corridor,145.186872,-37.907573,21281,0.2,49.34,105,High
212051567,Clayton (North) - Notting Hill,Outer / growth corridor,145.138145,-37.910536,14911,6,49.63,74,High
212051568,Clayton - Central,Outer / growth corridor,145.124733,-37.92267,15483,3.4,22.61,35,Moderate
213011328,Ardeer - Albion,Outer / growth corridor,144.809606,-37.776137,7955,1,41.48,33,Moderate
213011329,Cairnlea,Outer / growth corridor,144.787814,-37.759302,10035,0.3,14.95,15,Low
213011331,Delahey,Outer / growth corridor,144.777326,-37.71979,7859,-1.5,38.17,30,Moderate
213011332,Keilor Downs,Outer / growth corridor,144.812915,-37.726275,13080,0.3,50.46,66,High
213011333,Kings Park (Vic.),Outer / growth corridor,144.770513,-37.739017,13956,0.5,37.98,53,Moderate
213011334,St Albans - North,Outer / growth corridor,144.802395,-37.737151,21020,0.5,35.68,75,Moderate
213011335,St Albans - South,Outer / growth corridor,144.807639,-37.753342,17705,0,30.5,54,Moderate
213011336,Sunshine,Outer / growth corridor,144.834258,-37.789309,10151,0.9,94.57,96,High
213011337,Sunshine North,Outer / growth corridor,144.836195,-37.763916,12751,2.3,33.72,43,Moderate
213011338,Sunshine West,Outer / growth corridor,144.818281,-37.801995,18693,-0.2,52.96,99,High
213011339,Sydenham,Outer / growth corridor,144.764249,-37.699783,12025,0.8,29.11,35,Moderate
213011340,Taylors Lakes,Outer / growth corridor,144.785978,-37.688498,16896,-0.4,43.21,73,Moderate
213011569,Deer Park,Outer / growth corridor,144.771295,-37.768649,18368,-0.2,37.57,69,Moderate
213011570,Derrimut,Outer / growth corridor,144.776033,-37.798782,8958,0.9,26.79,24,Moderate
213021341,Altona,Outer / growth corridor,144.815016,-37.860292,14428,1.7,49.9,72,High
213021342,Altona Meadows,Outer / growth corridor,144.784441,-37.880977,18783,0.3,24.49,46,Moderate
213021343,Altona North,Outer / growth corridor,144.836095,-37.835711,16493,4.1,75.18,124,High
213021344,Newport,Outer / growth corridor,144.882228,-37.837615,20328,2.3,44.77,91,Moderate
213021345,Seabrook,Outer / growth corridor,144.758662,-37.880908,4932,0,18.25,9,Low
213021346,Williamstown,Outer / growth corridor,144.884796,-37.859115,17102,1.4,41.52,71,Moderate
213031347,Braybrook,Outer / growth corridor,144.862997,-37.784675,20916,1.5,40.64,85,Moderate
213031348,Footscray,Outer / growth corridor,144.897325,-37.798116,20882,1.3,54.11,113,High
213031349,Maribyrnong,Outer / growth corridor,144.887768,-37.772676,13960,1.5,55.87,78,High
213031350,Seddon - Kingsville,Outer / growth corridor,144.886347,-37.807654,9748,0.3,27.7,27,Moderate
213031351,West Footscray - Tottenham,Outer / growth corridor,144.864512,-37.802015,13007,1,43.82,57,Moderate
213031352,Yarraville,Outer / growth corridor,144.881977,-37.817963,16159,0,54.46,88,High
213041353,Bacchus Marsh,Outer / growth corridor,144.454621,-37.637931,27182,2.5,29.8,81,Moderate
213041358,Melton West,Outer / growth corridor,144.54261,-37.664858,22710,0.4,38.31,87,Moderate
213041359,Rockbank - Mount Cottrell,Outer / growth corridor,144.667245,-37.760385,35856,14.7,12.55,45,Low
213041360,Taylors Hill,Outer / growth corridor,144.749016,-37.714544,19874,0.3,21.64,43,Moderate
213041461,Burnside,Outer / growth corridor,144.753032,-37.749199,6635,3.4,30.14,20,Moderate
213041462,Burnside Heights,Outer / growth corridor,144.755638,-37.732218,6443,-0.3,21.73,14,Moderate
213041463,Caroline Springs,Outer / growth corridor,144.737371,-37.738913,20934,-0.1,37.74,79,Moderate
213041571,Brookfield,Outer / growth corridor,144.540556,-37.699329,10665,2.9,22.5,24,Moderate
213041572,Cobblebank - Strathtulloh,Outer / growth corridor,144.598511,-37.722039,12885,10.2,10.09,13,Low
213041573,Eynesbury - Exford,Outer / growth corridor,144.530969,-37.755069,4309,10.2,30.17,13,Moderate
213041574,Fraser Rise - Plumpton,Outer / growth corridor,144.690822,-37.686998,24739,19.7,4.45,11,Very low
213041575,Hillside,Outer / growth corridor,144.741093,-37.689954,16173,0.5,27.82,45,Moderate
213041576,Kurunjang - Toolern Vale,Outer / growth corridor,144.593618,-37.616237,12082,0.4,30.62,37,Moderate
213041577,Melton,Outer / growth corridor,144.595809,-37.68574,8007,-0.1,73.69,59,High
213041578,Melton South - Weir Views,Outer / growth corridor,144.568466,-37.717853,22821,5.5,20.16,46,Moderate
213051361,Hoppers Crossing - North,Outer / growth corridor,144.701263,-37.86243,18359,0,49.02,90,High
213051362,Hoppers Crossing - South,Outer / growth corridor,144.685367,-37.873265,18906,0.1,45.49,86,High
213051363,Laverton,Outer / growth corridor,144.778045,-37.839525,12816,1.1,70.22,90,High
213051368,Werribee - South,Outer / growth corridor,144.652881,-37.951346,17936,0.4,42.93,77,Moderate
213051464,Point Cook - East,Outer / growth corridor,144.770112,-37.91312,21797,1.9,15.6,34,Low
213051466,Point Cook - South,Outer / growth corridor,144.733453,-37.911324,20835,1.7,10.56,22,Low
213051467,Werribee - East,Outer / growth corridor,144.661957,-37.885164,19205,0.9,54.15,104,High
213051468,Werribee - West,Outer / growth corridor,144.548486,-37.919645,32943,8.3,28.53,94,Moderate
213051579,Manor Lakes - Quandong,Outer / growth corridor,144.518696,-37.848473,13667,9.2,10.24,14,Low
213051580,Point Cook - North East,Outer / growth corridor,144.743585,-37.886446,14746,0,31.19,46,Moderate
213051581,Point Cook - North West,Outer / growth corridor,144.726171,-37.885339,10151,0.4,15.76,16,Low
213051582,Tarneit (West) - Mount Cottrell,Outer / growth corridor,144.624335,-37.824208,19169,12.3,9.91,19,Very low
213051583,Tarneit - Central,Outer / growth corridor,144.680498,-37.840676,29246,-0.3,27.35,80,Moderate
213051584,Tarneit - North,Outer / growth corridor,144.681615,-37.818148,15880,18.5,13.22,21,Low
213051585,Tarneit - South,Outer / growth corridor,144.660963,-37.857759,11864,2,27.82,33,Moderate
213051586,Truganina - North,Outer / growth corridor,144.736612,-37.824046,15384,8.3,24.7,38,Moderate
213051587,Truganina - South East,Outer / growth corridor,144.742704,-37.847693,10846,2,22.13,24,Moderate
213051588,Truganina - South West,Outer / growth corridor,144.720908,-37.849556,20395,0.7,18.63,38,Low
213051589,Wyndham Vale - North,Outer / growth corridor,144.565052,-37.827035,14515,11.2,15.16,22,Low
213051590,Wyndham Vale - South,Outer / growth corridor,144.616792,-37.889206,14135,0.2,46.69,66,High
214011370,Carrum Downs,Outer / growth corridor,145.1758,-38.092765,23464,0.8,44.75,105,Moderate
214011371,Frankston,Outer / growth corridor,145.139655,-38.154098,25043,1.2,53.11,133,High
214011372,Frankston North,Outer / growth corridor,145.158047,-38.133595,19794,0,61.13,121,High
214011373,Frankston South,Outer / growth corridor,145.129471,-38.176436,19374,1,33.55,65,Moderate
214011374,Langwarrin,Outer / growth corridor,145.195933,-38.162609,25788,0.4,37.23,96,Moderate
214011375,Seaford (Vic.),Outer / growth corridor,145.138453,-38.104808,18305,1.6,48.62,89,High
214011376,Skye - Sandhurst,Outer / growth corridor,145.215085,-38.101362,13601,0.2,12.5,17,Low
214021377,Dromana,Outer / growth corridor,144.999123,-38.335843,13925,1.2,25.85,36,Moderate
214021378,Flinders,Outer / growth corridor,145.00006,-38.398016,6064,0.6,19.79,12,Low
214021379,Hastings - Somers,Outer / growth corridor,145.164583,-38.345804,23795,0.1,33.2,79,Moderate
214021381,Mount Eliza,Outer / growth corridor,145.092897,-38.195061,19110,0.7,16.22,31,Low
214021382,Mount Martha,Outer / growth corridor,145.030737,-38.275452,20161,0.2,38.69,78,Moderate
214021383,Point Nepean,Outer / growth corridor,144.796654,-38.378597,20574,1.7,96.24,198,High
214021384,Rosebud - McCrae,Outer / growth corridor,144.907454,-38.368945,23508,1.3,32.75,77,Moderate
214021385,Somerville,Outer / growth corridor,145.163899,-38.241131,19098,0.9,28.28,54,Moderate
214021591,Mornington - East,Outer / growth corridor,145.067601,-38.234003,15082,0.1,32.49,49,Moderate
214021592,Mornington - West,Outer / growth corridor,145.043506,-38.222205,10900,1,63.3,69,High
