sa2_code,sa2_name,sa3_name,sa4_name,area_band,population_2021,population_2022,population_2023,population_2024,population_2025,population_density_2025,population_growth_pct_2024_25,growth_category,area_km2,train_stops,tram_stops,bus_stops,total_stops,stops_per_10000_people,people_per_stop,dominant_mode,access_category
211011257,Rowville - North,Knox,Melbourne - Outer East,Outer / growth corridor,7962,7794,7829,7867,7827,1877.5,-0.5,Decline,4.1688,0,0,27,27,34.5,290.0,Bus,Moderate
212041309,Clarinda - Oakleigh South,Dandenong,Melbourne - South East,Outer / growth corridor,11653,11490,11662,11724,11741,1857.0,0.1,Stable,6.3227,0,0,56,56,47.7,210.0,Bus,High
209011203,Viewbank - Yallambie,Banyule,Melbourne - North East,Middle ring,18891,18773,18965,18897,18993,1855.2,0.5,Stable,10.2379,1,0,65,66,34.75,288.0,Bus,Moderate
210031236,Coburg North,Moreland - North,Melbourne - North West,Outer / growth corridor,8513,8581,8788,8882,8932,1831.1,0.6,Stable,4.8779,2,6,50,58,64.94,154.0,Bus,High
209041527,Doreen - North,Whittlesea - Wallan,Melbourne - North East,Middle ring,16484,16685,17072,17176,17283,1831.0,0.6,Stable,9.4393,0,0,55,55,31.82,314.0,Bus,Moderate
206041119,East Melbourne,Melbourne City,Melbourne - Inner,Inner Melbourne,4959,4860,5066,5169,5245,1808.7,1.5,Stable,2.8998,2,34,10,46,87.7,114.0,Tram,High
211031452,Croydon South,Maroondah,Melbourne - Outer East,Outer / growth corridor,4936,4960,5026,5118,5147,1802.2,0.6,Stable,2.856,0,0,15,15,29.14,343.0,Bus,Moderate
213021342,Altona Meadows,Hobsons Bay,Melbourne - West,Outer / growth corridor,18660,18334,18604,18733,18783,1781.7,0.3,Stable,10.5419,0,0,46,46,24.49,408.0,Bus,Moderate
207021156,Bulleen,Manningham - West,Melbourne - Inner East,Inner Melbourne,11370,11419,11629,11730,11810,1770.3,0.7,Stable,6.6711,0,0,60,60,50.8,197.0,Bus,High
211011259,Wantirna,Knox,Melbourne - Outer East,Outer / growth corridor,14446,14220,14516,14607,14634,1761.8,0.2,Stable,8.3064,0,0,47,47,32.12,311.0,Bus,Moderate
209041433,Epping (Vic.) - West,Whittlesea - Wallan,Melbourne - North East,Middle ring,12279,12370,12663,12852,12895,1752.7,0.3,Stable,7.3573,0,0,39,39,30.24,331.0,Bus,Moderate
209041431,Epping - East,Whittlesea - Wallan,Melbourne - North East,Middle ring,13269,13156,13333,13453,13555,1744.7,0.8,Stable,7.7691,0,0,46,46,33.94,295.0,Bus,Moderate
212031300,Cranbourne,Casey - South,Melbourne - South East,Outer / growth corridor,21581,21578,21983,22468,22708,1743.1,1.1,Stable,13.027,1,0,74,75,33.03,303.0,Bus,Moderate
210051250,Tullamarine,Tullamarine - Broadmeadows,Melbourne - North West,Outer / growth corridor,6628,6486,6551,6667,6727,1743.0,0.9,Stable,3.8595,0,0,30,30,44.6,224.0,Bus,Moderate
213011328,Ardeer - Albion,Brimbank,Melbourne - West,Outer / growth corridor,7590,7463,7692,7880,7955,1733.8,1,Stable,4.5883,1,0,32,33,41.48,241.0,Bus,Moderate
211011448,Ferntree Gully (South) - Upper Ferntree Gully,Knox,Melbourne - Outer East,Outer / growth corridor,15451,15331,15547,15562,15630,1708.2,0.4,Stable,9.1499,1,0,79,80,51.18,195.0,Bus,High
208031183,Aspendale Gardens - Waterways,Kingston,Melbourne - Inner South,Inner Melbourne,8922,8894,8985,9061,9063,1707.6,0,Stable,5.3073,0,0,23,23,25.38,394.0,Bus,Moderate
213011332,Keilor Downs,Brimbank,Melbourne - West,Outer / growth corridor,13193,12974,12995,13036,13080,1707.6,0.3,Stable,7.6597,0,0,66,66,50.46,198.0,Bus,High
208031187,Chelsea Heights,Kingston,Melbourne - Inner South,Inner Melbourne,5426,5364,5359,5431,5445,1703.8,0.3,Stable,3.1958,0,0,41,41,75.3,133.0,Bus,High
214021592,Mornington - West,Mornington Peninsula,Mornington Peninsula,Outer / growth corridor,10638,10621,10746,10794,10900,1702.0,1,Stable,6.4044,0,0,69,69,63.3,158.0,Bus,High
209041216,Bundoora - North,Whittlesea - Wallan,Melbourne - North East,Middle ring,7424,7467,7749,7966,8014,1699.7,0.6,Stable,4.715,0,4,32,36,44.92,223.0,Bus,Moderate
210051242,Broadmeadows,Tullamarine - Broadmeadows,Melbourne - North West,Outer / growth corridor,14063,13921,14313,14734,14972,1696.2,1.6,Stable,8.8268,1,0,87,88,58.78,170.0,Bus,High
209041436,South Morang - South,Whittlesea - Wallan,Melbourne - North East,Middle ring,12513,12389,12565,12855,13054,1685.6,1.5,Stable,7.7445,1,0,42,43,32.94,304.0,Bus,Moderate
207011154,Kew East,Boroondara,Melbourne - Inner East,Inner Melbourne,6555,6552,6615,6748,6759,1683.3,0.2,Stable,4.0154,0,9,32,41,60.66,165.0,Bus,High
213051361,Hoppers Crossing - North,Wyndham,Melbourne - West,Outer / growth corridor,18657,18230,18273,18353,18359,1682.2,0,Stable,10.9136,1,0,89,90,49.02,204.0,Bus,High
211011251,Bayswater,Knox,Melbourne - Outer East,Outer / growth corridor,12708,12692,13011,13270,13388,1664.4,0.9,Stable,8.0437,1,0,65,66,49.3,203.0,Bus,High
212021456,Narre Warren - South West,Casey - North,Melbourne - South East,Outer / growth corridor,14900,14933,15234,15403,15484,1664.0,0.5,Stable,9.3054,1,0,73,74,47.79,209.0,Bus,High
212031561,Hampton Park - East,Casey - South,Melbourne - South East,Outer / growth corridor,12858,12823,13115,13348,13393,1629.5,0.3,Stable,8.2189,0,0,50,50,37.33,268.0,Bus,Moderate
209041532,Mernda - South,Whittlesea - Wallan,Melbourne - North East,Middle ring,12086,12538,12994,13483,13854,1605.9,2.8,Growing,8.6268,1,0,45,46,33.2,301.0,Bus,Moderate
209041530,Lalor - West,Whittlesea - Wallan,Melbourne - North East,Middle ring,13623,13621,13793,13889,13925,1593.9,0.3,Stable,8.7363,1,0,40,41,29.44,340.0,Bus,Moderate
213011337,Sunshine North,Brimbank,Melbourne - West,Outer / growth corridor,12161,11966,12185,12462,12751,1589.1,2.3,Growing,8.0239,0,0,43,43,33.72,297.0,Bus,Moderate
214011372,Frankston North,Frankston,Mornington Peninsula,Outer / growth corridor,19666,19587,19730,19791,19794,1495.2,0,Stable,13.2382,0,0,121,121,61.13,164.0,Bus,High
212021297,Hallam,Casey - North,Melbourne - South East,Outer / growth corridor,11598,11554,11737,11898,12009,1490.6,0.9,Stable,8.0565,1,0,56,57,47.46,211.0,Bus,High
212041313,Dingley Village,Dandenong,Melbourne - South East,Outer / growth corridor,10553,10542,10654,10728,10770,1486.8,0.4,Stable,7.2437,0,0,48,48,44.57,224.0,Bus,Moderate
214011375,Seaford (Vic.),Frankston,Mornington Peninsula,Outer / growth corridor,17362,17465,17731,18024,18305,1472.4,1.6,Stable,12.4321,2,0,87,89,48.62,206.0,Bus,High
213011338,Sunshine West,Brimbank,Melbourne - West,Outer / growth corridor,18770,18266,18527,18724,18693,1441.4,-0.2,Decline,12.9688,1,0,98,99,52.96,189.0,Bus,High
212031556,Clyde North - South,Casey - South,Melbourne - South East,Outer / growth corridor,15038,17977,20645,24557,28328,1441.3,15.4,Rapid growth,19.6543,0,0,88,88,31.06,322.0,Bus,Moderate
209021205,Kingsbury,Darebin - North,Melbourne - North East,Middle ring,10549,10747,11680,12454,12932,1435.4,3.8,Growing,9.0094,0,14,55,69,53.36,187.0,Bus,High
209011202,Montmorency - Briar Hill,Banyule,Melbourne - North East,Middle ring,16660,16627,16824,16916,17042,1416.9,0.7,Stable,12.0278,1,0,56,57,33.45,299.0,Bus,Moderate
209041223,Thomastown,Whittlesea - Wallan,Melbourne - North East,Middle ring,20201,19959,20162,20484,20595,1402.4,0.5,Stable,14.6852,1,0,113,114,55.35,181.0,Bus,High
211011260,Wantirna South,Knox,Melbourne - Outer East,Outer / growth corridor,18099,17967,18156,18360,18475,1383.3,0.6,Stable,13.3559,0,0,128,128,69.28,144.0,Bus,High
214011373,Frankston South,Frankston,Mornington Peninsula,Outer / growth corridor,18948,18985,19139,19184,19374,1330.6,1,Stable,14.5603,0,0,65,65,33.55,298.0,Bus,Moderate
210051245,Gladstone Park - Westmeadows,Tullamarine - Broadmeadows,Melbourne - North West,Outer / growth corridor,18176,17969,18144,18208,18285,1312.1,0.4,Stable,13.936,0,0,75,75,41.02,244.0,Bus,Moderate
211051277,Kilsyth,Yarra Ranges,Melbourne - Outer East,Outer / growth corridor,9980,10087,10326,10647,10692,1297.2,0.4,Stable,8.2426,0,0,55,55,51.44,194.0,Bus,High
212011552,Pakenham - South West,Cardinia,Melbourne - South East,Outer / growth corridor,27171,27436,27966,28162,28194,1265.5,0.1,Stable,22.2782,1,0,82,83,29.44,340.0,Bus,Moderate
211031263,Bayswater North,Maroondah,Melbourne - Outer East,Outer / growth corridor,11967,11829,11901,12007,12097,1220.8,0.7,Stable,9.909,0,0,84,84,69.44,144.0,Bus,High
209031209,Eltham,Nillumbik - Kinglake,Melbourne - North East,Middle ring,23707,23513,23486,23515,23669,1214.5,0.7,Stable,19.4882,1,0,68,69,29.15,343.0,Bus,Moderate
212021293,Berwick - North,Casey - North,Melbourne - South East,Outer / growth corridor,23181,23065,23540,23748,23637,1196.9,-0.5,Decline,19.748,1,0,131,132,55.84,179.0,Bus,High
214011370,Carrum Downs,Frankston,Mornington Peninsula,Outer / growth corridor,22264,22386,22858,23286,23464,1155.4,0.8,Stable,20.308,0,0,105,105,44.75,223.0,Bus,Moderate
213051464,Point Cook - East,Wyndham,Melbourne - West,Outer / growth corridor,19593,20081,20740,21396,21797,1145.1,1.9,Stable,19.0354,0,0,34,34,15.6,641.0,Bus,Low
211011258,Rowville - South,Knox,Melbourne - Outer East,Outer / growth corridor,10462,10378,10460,10566,10578,1131.0,0.1,Stable,9.3532,0,0,36,36,34.03,294.0,Bus,Moderate
211011254,Knoxfield - Scoresby,Knox,Melbourne - Outer East,Outer / growth corridor,16734,16690,16999,17094,17232,1128.8,0.8,Stable,15.2651,0,0,115,115,66.74,150.0,Bus,High
211051284,Upwey - Tecoma,Yarra Ranges,Melbourne - Outer East,Outer / growth corridor,9848,9719,9750,9832,9867,1109.8,0.4,Stable,8.8907,2,0,51,53,53.71,186.0,Bus,High
213051584,Tarneit - North,Wyndham,Melbourne - West,Outer / growth corridor,7340,9368,11142,13406,15880,1107.0,18.5,Rapid growth,14.3452,1,0,20,21,13.22,756.0,Bus,Low
210051544,Roxburgh Park (South) - Somerton,Tullamarine - Broadmeadows,Melbourne - North West,Outer / growth corridor,9582,9484,9656,9691,9699,1092.7,0.1,Stable,8.8762,1,0,50,51,52.58,190.0,Bus,High
207021159,Templestowe,Manningham - West,Melbourne - Inner East,Inner Melbourne,17101,17136,17429,17419,17442,1082.2,0.1,Stable,16.1176,0,0,109,109,62.49,160.0,Bus,High
214021591,Mornington - East,Mornington Peninsula,Mornington Peninsula,Outer / growth corridor,15272,15074,15041,15062,15082,1026.8,0.1,Stable,14.6884,0,0,49,49,32.49,308.0,Bus,Moderate
213021343,Altona North,Hobsons Bay,Melbourne - West,Outer / growth corridor,15084,15034,15342,15851,16493,1019.1,4.1,Growing,16.1844,0,0,124,124,75.18,133.0,Bus,High
213041571,Brookfield,Melton - Bacchus Marsh,Melbourne - West,Outer / growth corridor,9948,9959,10137,10364,10665,997.4,2.9,Growing,10.6929,0,0,24,24,22.5,444.0,Bus,Moderate
214021384,Rosebud - McCrae,Mornington Peninsula,Mornington Peninsula,Outer / growth corridor,23149,22957,23068,23205,23508,987.9,1.3,Stable,23.7957,0,0,77,77,32.75,305.0,Bus,Moderate
209041435,South Morang - North,Whittlesea - Wallan,Melbourne - North East,Middle ring,12714,12681,12848,13029,13259,967.1,1.8,Stable,13.7094,1,0,49,50,37.71,265.0,Bus,Moderate
210051442,Craigieburn - North,Tullamarine - Broadmeadows,Melbourne - North West,Outer / growth corridor,12446,12399,12649,12833,12846,962.1,0.1,Stable,13.3514,0,0,30,30,23.35,428.0,Bus,Moderate
213041358,Melton West,Melton - Bacchus Marsh,Melbourne - West,Outer / growth corridor,21505,21807,22199,22617,22710,938.3,0.4,Stable,24.2021,0,0,87,87,38.31,261.0,Bus,Moderate
213011340,Taylors Lakes,Brimbank,Melbourne - West,Outer / growth corridor,17070,16754,16903,16966,16896,915.1,-0.4,Decline,18.4632,1,0,72,73,43.21,231.0,Bus,Moderate
210051243,Campbellfield - Coolaroo,Tullamarine - Broadmeadows,Melbourne - North West,Outer / growth corridor,16245,15858,16188,16389,16386,901.0,0,Stable,18.1867,2,0,102,104,63.47,158.0,Bus,High
212011546,Beaconsfield - Officer,Cardinia,Melbourne - South East,Outer / growth corridor,23966,25750,26922,28306,29524,887.9,4.3,Growing,33.2503,2,0,60,62,21.0,476.0,Bus,Moderate
213051586,Truganina - North,Wyndham,Melbourne - West,Outer / growth corridor,9548,11538,12957,14210,15384,878.1,8.3,Rapid growth,17.5191,0,0,38,38,24.7,405.0,Bus,Moderate
212011549,Pakenham - North East,Cardinia,Melbourne - South East,Outer / growth corridor,15622,15762,15984,16320,16593,876.6,1.7,Stable,18.929,0,0,44,44,26.52,377.0,Bus,Moderate
212021453,Endeavour Hills - North,Casey - North,Melbourne - South East,Outer / growth corridor,12190,12057,12025,12118,12175,841.1,0.5,Stable,14.4746,0,0,54,54,44.35,225.0,Bus,Moderate
208031191,Moorabbin - Heatherton,Kingston,Melbourne - Inner South,Inner Melbourne,9197,9209,9414,9679,9826,839.9,1.5,Stable,11.6997,1,0,85,86,87.52,114.0,Bus,High
214021381,Mount Eliza,Mornington Peninsula,Mornington Peninsula,Outer / growth corridor,18924,18779,18871,18982,19110,823.4,0.7,Stable,23.2077,0,0,31,31,16.22,616.0,Bus,Low
213021341,Altona,Hobsons Bay,Melbourne - West,Outer / growth corridor,13655,13711,13877,14190,14428,815.9,1.7,Stable,17.6826,3,0,69,72,49.9,200.0,Bus,High
211021261,Donvale - Park Orchards,Manningham - East,Melbourne - Outer East,Outer / growth corridor,16410,16390,16494,16748,16894,812.1,0.9,Stable,20.8028,0,0,86,86,50.91,196.0,Bus,High
213041577,Melton,Melton - Bacchus Marsh,Melbourne - West,Outer / growth corridor,7966,7893,7990,8017,8007,812.0,-0.1,Decline,9.8614,0,0,59,59,73.69,136.0,Bus,High
209041531,Mernda - North,Whittlesea - Wallan,Melbourne - North East,Middle ring,11553,11643,11755,12004,12061,793.7,0.5,Stable,15.1961,0,0,35,35,29.02,345.0,Bus,Moderate
211011449,The Basin,Knox,Melbourne - Outer East,Outer / growth corridor,4380,4299,4297,4318,4336,758.5,0.4,Stable,5.7163,0,0,15,15,34.59,289.0,Bus,Moderate
212041566,Keysborough - South,Dandenong,Melbourne - South East,Outer / growth corridor,15290,15636,16218,16827,17117,723.0,1.7,Stable,23.6738,0,0,44,44,25.71,389.0,Bus,Moderate
214011376,Skye - Sandhurst,Frankston,Mornington Peninsula,Outer / growth corridor,13423,13459,13506,13573,13601,686.4,0.2,Stable,19.8152,0,0,17,17,12.5,800.0,Bus,Low
214011374,Langwarrin,Frankston,Mornington Peninsula,Outer / growth corridor,25252,25337,25531,25697,25788,685.5,0.4,Stable,37.6199,0,0,96,96,37.23,269.0,Bus,Moderate
209041437,Wollert,Whittlesea - Wallan,Melbourne - North East,Middle ring,24807,28188,30686,33491,36658,680.2,9.5,Rapid growth,53.892,0,0,37,37,10.09,991.0,Bus,Low
213011570,Derrimut,Brimbank,Melbourne - West,Outer / growth corridor,8748,8705,8826,8880,8958,675.7,0.9,Stable,13.2579,0,0,24,24,26.79,373.0,Bus,Moderate
214021382,Mount Martha,Mornington Peninsula,Mornington Peninsula,Outer / growth corridor,20026,19960,20057,20116,20161,667.4,0.2,Stable,30.2094,0,0,78,78,38.69,258.0,Bus,Moderate
211051280,Montrose,Yarra Ranges,Melbourne - Outer East,Outer / growth corridor,6993,6949,6909,6893,6904,654.8,0.2,Stable,10.5431,0,0,39,39,56.49,177.0,Bus,High
213041572,Cobblebank - Strathtulloh,Melton - Bacchus Marsh,Melbourne - West,Outer / growth corridor,7715,8835,10197,11697,12885,652.1,10.2,Rapid growth,19.7593,1,0,12,13,10.09,991.0,Bus,Low
211051283,Mount Evelyn,Yarra Ranges,Melbourne - Outer East,Outer / growth corridor,9866,9789,9895,9997,10043,591.1,0.5,Stable,16.9894,0,0,41,41,40.82,245.0,Bus,Moderate
213051363,Laverton,Wyndham,Melbourne - West,Outer / growth corridor,11643,11839,12359,12672,12816,576.1,1.1,Stable,22.2451,3,0,87,90,70.22,142.0,Bus,High
211051275,Chirnside Park,Yarra Ranges,Melbourne - Outer East,Outer / growth corridor,11876,12079,12373,12483,12603,567.6,1,Stable,22.2024,0,0,39,39,30.95,323.0,Bus,Moderate
210051445,Mickleham - Yuroke,Tullamarine - Broadmeadows,Melbourne - North West,Outer / growth corridor,23795,28481,31864,35244,39389,556.1,11.8,Rapid growth,70.8359,0,0,67,67,17.01,588.0,Bus,Low
209031215,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,Melbourne - North East,Middle ring,14538,14424,14529,14771,14859,553.9,0.6,Stable,26.8245,2,0,45,47,31.63,316.0,Bus,Moderate
209041432,Epping - South,Whittlesea - Wallan,Melbourne - North East,Middle ring,8279,8068,8280,8380,8322,524.3,-0.7,Decline,15.8714,1,0,73,74,88.92,112.0,Bus,High
213051582,Tarneit (West) - Mount Cottrell,Wyndham,Melbourne - West,Outer / growth corridor,10316,13015,15199,17068,19169,522.2,12.3,Rapid growth,36.7062,0,0,19,19,9.91,1009.0,Bus,Very low
210011228,Keilor,Keilor,Melbourne - North West,Outer / growth corridor,8596,8531,8548,8675,8732,498.6,0.7,Stable,17.512,0,0,66,66,75.58,132.0,Bus,High
210041540,Sunbury - South,Sunbury,Melbourne - North West,Outer / growth corridor,15103,15464,16011,16773,17683,426.6,5.4,Growing,41.4496,1,0,102,103,58.25,172.0,Bus,High
212011550,Pakenham - North West,Cardinia,Melbourne - South East,Outer / growth corridor,7567,8087,8785,9629,10502,425.6,9.1,Rapid growth,24.6776,0,0,9,9,8.57,1167.0,Bus,Very low
213041574,Fraser Rise - Plumpton,Melton - Bacchus Marsh,Melbourne - West,Outer / growth corridor,10239,12954,16374,20675,24739,421.2,19.7,Rapid growth,58.7312,0,0,11,11,4.45,2249.0,Bus,Very low
206051511,Port Melbourne Industrial,Port Phillip,Melbourne - Inner,Inner Melbourne,1944,2195,2457,2567,3148,411.9,22.6,Rapid growth,7.6426,0,4,51,55,174.71,57.0,Bus,High
211011255,Lysterfield,Knox,Melbourne - Outer East,Outer / growth corridor,6654,6552,6552,6583,6622,358.1,0.6,Stable,18.494,0,0,25,25,37.75,265.0,Bus,Moderate
212031303,Cranbourne South,Casey - South,Melbourne - South East,Outer / growth corridor,17641,19700,21817,24522,27368,335.1,11.6,Rapid growth,81.662,0,0,66,66,24.12,415.0,Bus,Moderate
209031213,Plenty - Yarrambat,Nillumbik - Kinglake,Melbourne - North East,Middle ring,9521,9424,9554,9584,9579,329.0,-0.1,Decline,29.117,0,0,56,56,58.46,171.0,Bus,High
214021377,Dromana,Mornington Peninsula,Mornington Peninsula,Outer / growth corridor,13469,13560,13560,13756,13925,309.0,1.2,Stable,45.0575,0,0,36,36,25.85,387.0,Bus,Moderate
214021383,Point Nepean,Mornington Peninsula,Mornington Peninsula,Outer / growth corridor,20000,19931,19927,20222,20574,306.2,1.7,Stable,67.1876,0,0,198,198,96.24,104.0,Bus,High
210041541,Sunbury - West,Sunbury,Melbourne - North West,Outer / growth corridor,11271,11131,11355,11368,11497,304.2,1.1,Stable,37.7941,0,0,71,71,61.76,162.0,Bus,High
213041359,Rockbank - Mount Cottrell,Melton - Bacchus Marsh,Melbourne - West,Outer / growth corridor,17900,22867,27141,31254,35856,285.1,14.7,Rapid growth,125.7609,2,0,43,45,12.55,797.0,Bus,Low
213051589,Wyndham Vale - North,Wyndham,Melbourne - West,Outer / growth corridor,9176,10654,11820,13052,14515,283.2,11.2,Rapid growth,51.2497,0,0,22,22,15.16,660.0,Bus,Low
210051246,Greenvale - Bulla,Tullamarine - Broadmeadows,Melbourne - North West,Outer / growth corridor,22406,23492,24570,25668,26757,279.0,4.2,Growing,95.906,0,0,82,82,30.65,326.0,Bus,Moderate
213051468,Werribee - West,Wyndham,Melbourne - West,Outer / growth corridor,22692,25434,28022,30413,32943,258.0,8.3,Rapid growth,127.6631,1,0,93,94,28.53,350.0,Bus,Moderate
212021299,Narre Warren North,Casey - North,Melbourne - South East,Outer / growth corridor,8308,8225,8191,8160,8237,239.4,0.9,Stable,34.4086,0,0,20,20,24.28,412.0,Bus,Moderate
209031210,Hurstbridge,Nillumbik - Kinglake,Melbourne - North East,Middle ring,3576,3527,3512,3518,3521,237.2,0.1,Stable,14.8421,1,0,3,4,11.36,880.0,Bus,Low
211021262,Warrandyte - Wonga Park,Manningham - East,Melbourne - Outer East,Outer / growth corridor,10181,10076,10124,10212,10229,223.5,0.2,Stable,45.7591,0,0,80,80,78.21,128.0,Bus,High
212011551,Pakenham - South East,Cardinia,Melbourne - South East,Outer / growth corridor,6493,6586,6668,6677,6778,219.1,1.5,Stable,30.9414,2,0,33,35,51.64,194.0,Bus,High
214021379,Hastings - Somers,Mornington Peninsula,Mornington Peninsula,Outer / growth corridor,24245,24029,23856,23769,23795,218.5,0.1,Stable,108.8841,5,0,74,79,33.2,301.0,Bus,Moderate
211051278,Lilydale - Coldstream,Yarra Ranges,Melbourne - Outer East,Outer / growth corridor,19786,19895,20012,20492,20905,191.1,2,Growing,109.3817,1,0,101,102,48.79,205.0,Bus,High
213051579,Manor Lakes - Quandong,Wyndham,Melbourne - West,Outer / growth corridor,10791,11395,11954,12519,13667,189.7,9.2,Rapid growth,72.0339,0,0,14,14,10.24,976.0,Bus,Low
212041564,Dandenong - South,Dandenong,Melbourne - South East,Outer / growth corridor,9491,9535,9798,9993,10039,186.7,0.5,Stable,53.7832,1,0,128,129,128.5,78.0,Bus,High
211051274,Belgrave - Selby,Yarra Ranges,Melbourne - Outer East,Outer / growth corridor,10091,9977,9942,9958,9964,179.0,0.1,Stable,55.652,1,0,77,78,78.28,128.0,Bus,High
214021385,Somerville,Mornington Peninsula,Mornington Peninsula,Outer / growth corridor,18693,18596,18776,18921,19098,162.7,0.9,Stable,117.354,3,0,51,54,28.28,354.0,Bus,Moderate
213051368,Werribee - South,Wyndham,Melbourne - West,Outer / growth corridor,16994,17428,17780,17866,17936,157.3,0.4,Stable,114.0332,0,0,77,77,42.93,233.0,Bus,Moderate
210041539,Diggers Rest,Sunbury,Melbourne - North West,Outer / growth corridor,5302,5829,6425,6946,7434,143.3,7,Rapid growth,51.8922,1,0,30,31,41.7,240.0,Bus,Moderate
209031214,Research - North Warrandyte,Nillumbik - Kinglake,Melbourne - North East,Middle ring,6987,6964,6972,7017,7039,141.4,0.3,Stable,49.7946,0,0,58,58,82.4,121.0,Bus,High
213041353,Bacchus Marsh,Melton - Bacchus Marsh,Melbourne - West,Outer / growth corridor,25057,25618,26033,26531,27182,138.5,2.5,Growing,196.2983,1,0,80,81,29.8,336.0,Bus,Moderate
210041240,Sunbury,Sunbury,Melbourne - North West,Outer / growth corridor,13788,13820,14197,14758,15364,118.6,4.1,Growing,129.5487,0,0,66,66,42.96,233.0,Bus,Moderate
211051282,Mount Dandenong - Olinda,Yarra Ranges,Melbourne - Outer East,Outer / growth corridor,9770,9631,9613,9578,9587,117.1,0.1,Stable,81.8993,0,0,135,135,140.82,71.0,Bus,High
213041576,Kurunjang - Toolern Vale,Melton - Bacchus Marsh,Melbourne - West,Outer / growth corridor,11748,11814,11889,12031,12082,100.0,0.4,Stable,120.8438,0,0,37,37,30.62,327.0,Bus,Moderate
211051279,Monbulk - Silvan,Yarra Ranges,Melbourne - Outer East,Outer / growth corridor,5859,5778,5782,5808,5840,85.2,0.6,Stable,68.5553,0,0,26,26,44.52,225.0,Bus,Moderate
212031308,Pearcedale - Tooradin,Casey - South,Melbourne - South East,Outer / growth corridor,8083,8088,8118,8222,8272,84.0,0.6,Stable,98.5112,0,0,47,47,56.82,176.0,Bus,High
210021232,Gisborne,Macedon Ranges,Melbourne - North West,Outer / growth corridor,14340,14446,14885,15405,15959,75.6,3.6,Growing,211.057,1,0,74,75,47.0,213.0,Bus,High
211051285,Wandin - Seville,Yarra Ranges,Melbourne - Outer East,Outer / growth corridor,7963,7935,7963,7969,7996,71.5,0.3,Stable,111.7555,0,0,26,26,32.52,308.0,Bus,Moderate
213041573,Eynesbury - Exford,Melton - Bacchus Marsh,Melbourne - West,Outer / growth corridor,3026,3120,3409,3909,4309,62.0,10.2,Rapid growth,69.4885,0,0,13,13,30.17,331.0,Bus,Moderate
209041225,Whittlesea,Whittlesea - Wallan,Melbourne - North East,Middle ring,10763,12299,13975,15759,18174,61.0,15.3,Rapid growth,297.9798,1,0,62,63,34.66,288.0,Bus,Moderate
209041224,Wallan,Whittlesea - Wallan,Melbourne - North East,Middle ring,22953,24646,26251,28343,30342,59.8,7.1,Rapid growth,507.7457,3,0,44,47,15.49,646.0,Bus,Low
210021234,Riddells Creek,Macedon Ranges,Melbourne - North West,Outer / growth corridor,4498,4521,4537,4520,4589,55.1,1.5,Stable,83.3503,1,0,3,4,8.72,1147.0,Bus,Very low
212011289,Emerald - Cockatoo,Cardinia,Melbourne - South East,Outer / growth corridor,18802,18726,18884,18907,19043,51.2,0.7,Stable,371.6241,0,0,82,82,43.06,232.0,Bus,Moderate
210021233,Macedon,Macedon Ranges,Melbourne - North West,Outer / growth corridor,3540,3571,3570,3623,3615,49.5,-0.2,Decline,72.9902,1,0,1,2,5.53,1808.0,Train,Very low
211051276,Healesville - Yarra Glen,Yarra Ranges,Melbourne - Outer East,Outer / growth corridor,14181,14091,14104,14000,14116,38.2,0.8,Stable,369.5236,0,0,48,48,34.0,294.0,Bus,Moderate
212011548,Koo Wee Rup,Cardinia,Melbourne - South East,Outer / growth corridor,10160,10802,11503,11981,12598,30.4,5.1,Growing,414.663,0,0,5,5,3.97,2520.0,Bus,Very low
212011547,Bunyip - Garfield,Cardinia,Melbourne - South East,Outer / growth corridor,9940,10057,10178,10223,10366,28.3,1.4,Stable,365.9627,4,0,9,13,12.54,797.0,Bus,Low
211051286,Yarra Valley,Yarra Ranges,Melbourne - Outer East,Outer / growth corridor,16947,16942,16938,17026,17087,23.4,0.4,Stable,729.7582,0,0,79,79,46.23,216.0,Bus,High
214021378,Flinders,Mornington Peninsula,Mornington Peninsula,Outer / growth corridor,6024,6026,5989,6030,6064,21.1,0.6,Stable,287.3793,0,0,12,12,19.79,505.0,Bus,Low
210021235,Romsey,Macedon Ranges,Melbourne - North West,Outer / growth corridor,10835,11079,11247,11463,11567,18.5,0.9,Stable,624.7097,1,0,14,15,12.97,771.0,Bus,Low
209031212,Panton Hill - St Andrews,Nillumbik - Kinglake,Melbourne - North East,Middle ring,5121,5146,5105,5123,5130,17.6,0.1,Stable,292.1978,0,0,2,2,3.9,2565.0,Bus,Very low
209031211,Kinglake,Nillumbik - Kinglake,Melbourne - North East,Middle ring,4237,4291,4329,4369,4419,13.8,1.1,Stable,319.504,0,0,25,25,56.57,177.0,Bus,High
206041120,Flemington Racecourse,Melbourne City,Melbourne - Inner,Inner Melbourne,78,78,78,78,78,45.6,0,Stable,1.7093,1,2,3,6,769.23,13.0,Bus,High
208031192,Moorabbin Airport,Kingston,Melbourne - Inner South,Inner Melbourne,26,26,26,26,26,8.5,0,Stable,3.0755,0,0,9,9,3461.54,3.0,Bus,High
210051248,Melbourne Airport,Tullamarine - Broadmeadows,Melbourne - North West,Outer / growth corridor,130,130,130,130,130,4.3,0,Stable,30.3848,0,0,15,15,1153.85,9.0,Bus,High
