path_id,sa2_code,sa2_name,access_category,growth,point_order,longitude,latitude
208011173-0,208011173,Sandringham - Black Rock,Moderate,0.5,8,145.02806,-37.96317
208011173-0,208011173,Sandringham - Black Rock,Moderate,0.5,9,145.02977,-37.95483
208011173-0,208011173,Sandringham - Black Rock,Moderate,0.5,10,145.0207,-37.95379
208011173-0,208011173,Sandringham - Black Rock,Moderate,0.5,11,145.02219,-37.94639
208011173-0,208011173,Sandringham - Black Rock,Moderate,0.5,12,144.99487,-37.94503
208011173-0,208011173,Sandringham - Black Rock,Moderate,0.5,13,145.0088,-37.95925
208011173-0,208011173,Sandringham - Black Rock,Moderate,0.5,14,145.00884,-37.95927
208021174-0,208021174,Bentleigh - McKinnon,Moderate,0.8,0,145.0526,-37.91041
208021174-0,208021174,Bentleigh - McKinnon,Moderate,0.8,1,145.02528,-37.9061
208021174-0,208021174,Bentleigh - McKinnon,Moderate,0.8,2,145.02445,-37.90938
208021174-0,208021174,Bentleigh - McKinnon,Moderate,0.8,3,145.02246,-37.9206
208021174-0,208021174,Bentleigh - McKinnon,Moderate,0.8,4,145.03438,-37.93299
208021174-0,208021174,Bentleigh - McKinnon,Moderate,0.8,5,145.04832,-37.93468
208021174-0,208021174,Bentleigh - McKinnon,Moderate,0.8,6,145.05248,-37.91107
208021174-0,208021174,Bentleigh - McKinnon,Moderate,0.8,7,145.0526,-37.91041
208021176-0,208021176,Carnegie,Moderate,2.1,0,145.04545,-37.89152
208021176-0,208021176,Carnegie,Moderate,2.1,1,145.0447,-37.90051
208021176-0,208021176,Carnegie,Moderate,2.1,2,145.06036,-37.90649
208021176-0,208021176,Carnegie,Moderate,2.1,3,145.06747,-37.88463
208021176-0,208021176,Carnegie,Moderate,2.1,4,145.04964,-37.88101
208021176-0,208021176,Carnegie,Moderate,2.1,5,145.04516,-37.89068
208021176-0,208021176,Carnegie,Moderate,2.1,6,145.04545,-37.89152
208021177-0,208021177,Caulfield - North,Moderate,1,0,145.01043,-37.86076
208021177-0,208021177,Caulfield - North,Moderate,1,1,145.00917,-37.86758
208021177-0,208021177,Caulfield - North,Moderate,1,2,145.00004,-37.86644
208021177-0,208021177,Caulfield - North,Moderate,1,3,144.99801,-37.8769
208021177-0,208021177,Caulfield - North,Moderate,1,4,145.03461,-37.88138
208021177-0,208021177,Caulfield - North,Moderate,1,5,145.03816,-37.88627
208021177-0,208021177,Caulfield - North,Moderate,1,6,145.04613,-37.88726
208021177-0,208021177,Caulfield - North,Moderate,1,7,145.04964,-37.88101
208021177-0,208021177,Caulfield - North,Moderate,1,8,145.03246,-37.86833
208021177-0,208021177,Caulfield - North,Moderate,1,9,145.01053,-37.86021
208021177-0,208021177,Caulfield - North,Moderate,1,10,145.01043,-37.86076
208021178-0,208021178,Caulfield - South,Moderate,1.6,0,145.01441,-37.88896
208021178-0,208021178,Caulfield - South,Moderate,1.6,1,145.01222,-37.90051
208021178-0,208021178,Caulfield - South,Moderate,1.6,2,145.03489,-37.90328
208021178-0,208021178,Caulfield - South,Moderate,1.6,3,145.03818,-37.88621
208021178-0,208021178,Caulfield - South,Moderate,1.6,4,145.03461,-37.88138
208021178-0,208021178,Caulfield - South,Moderate,1.6,5,145.01632,-37.87914
208021178-0,208021178,Caulfield - South,Moderate,1.6,6,145.01444,-37.88875
208021178-0,208021178,Caulfield - South,Moderate,1.6,7,145.01441,-37.88896
208021179-0,208021179,Elsternwick,High,1,0,144.99708,-37.88178
208021179-0,208021179,Elsternwick,High,1,1,145.00633,-37.89981
208021179-0,208021179,Elsternwick,High,1,2,145.01222,-37.90051
208021179-0,208021179,Elsternwick,High,1,3,145.01632,-37.87914
208021179-0,208021179,Elsternwick,High,1,4,144.99801,-37.8769
208021179-0,208021179,Elsternwick,High,1,5,144.99715,-37.88143
208021179-0,208021179,Elsternwick,High,1,6,144.99708,-37.88178
208021180-0,208021180,Hughesdale,Moderate,1,0,145.07654,-37.89575
208021180-0,208021180,Hughesdale,Moderate,1,1,145.07417,-37.90813
208021180-0,208021180,Hughesdale,Moderate,1,2,145.08524,-37.90949
208021180-0,208021180,Hughesdale,Moderate,1,3,145.08726,-37.89904
208021180-0,208021180,Hughesdale,Moderate,1,4,145.08823,-37.89296
208021180-0,208021180,Hughesdale,Moderate,1,5,145.08024,-37.88788
208021180-0,208021180,Hughesdale,Moderate,1,6,145.07667,-37.89507
208021180-0,208021180,Hughesdale,Moderate,1,7,145.07654,-37.89575
208021181-0,208021181,Murrumbeena,Moderate,1.2,0,145.0771,-37.89275
208021181-0,208021181,Murrumbeena,Moderate,1.2,1,145.07819,-37.88714
208021181-0,208021181,Murrumbeena,Moderate,1.2,2,145.06747,-37.88463
208021181-0,208021181,Murrumbeena,Moderate,1.2,3,145.06406,-37.9029
208021181-0,208021181,Murrumbeena,Moderate,1.2,4,145.06066,-37.90441
208021181-0,208021181,Murrumbeena,Moderate,1.2,5,145.07417,-37.90813
208021181-0,208021181,Murrumbeena,Moderate,1.2,6,145.07696,-37.89349
208021181-0,208021181,Murrumbeena,Moderate,1.2,7,145.0771,-37.89275
208021182-0,208021182,Ormond - Glen Huntly,Moderate,3.2,0,145.03677,-37.89357
208021182-0,208021182,Ormond - Glen Huntly,Moderate,3.2,1,145.03489,-37.90328
208021182-0,208021182,Ormond - Glen Huntly,Moderate,3.2,2,145.02599,-37.90215
208021182-0,208021182,Ormond - Glen Huntly,Moderate,3.2,3,145.02528,-37.9061
208021182-0,208021182,Ormond - Glen Huntly,Moderate,3.2,4,145.05274,-37.90962
208021182-0,208021182,Ormond - Glen Huntly,Moderate,3.2,5,145.05469,-37.90172
208021182-0,208021182,Ormond - Glen Huntly,Moderate,3.2,6,145.0447,-37.90051
208021182-0,208021182,Ormond - Glen Huntly,Moderate,3.2,7,145.04613,-37.88726
208021182-0,208021182,Ormond - Glen Huntly,Moderate,3.2,8,145.03816,-37.88627
208021182-0,208021182,Ormond - Glen Huntly,Moderate,3.2,9,145.03686,-37.8931
208021182-0,208021182,Ormond - Glen Huntly,Moderate,3.2,10,145.03677,-37.89357
208021426-0,208021426,Bentleigh East - North,Moderate,2.1,0,145.05248,-37.91107
208021426-0,208021426,Bentleigh East - North,Moderate,2.1,1,145.05096,-37.92009
208021426-0,208021426,Bentleigh East - North,Moderate,2.1,2,145.08248,-37.92398
208021426-0,208021426,Bentleigh East - North,Moderate,2.1,3,145.08524,-37.90985
208021426-0,208021426,Bentleigh East - North,Moderate,2.1,4,145.05345,-37.90563
208021426-0,208021426,Bentleigh East - North,Moderate,2.1,5,145.0526,-37.91041
208021426-0,208021426,Bentleigh East - North,Moderate,2.1,6,145.05248,-37.91107
208021427-0,208021427,Bentleigh East - South,High,1.4,0,145.06218,-37.92154
208021427-0,208021427,Bentleigh East - South,High,1.4,1,145.05096,-37.92009
208021427-0,208021427,Bentleigh East - South,High,1.4,2,145.04832,-37.93468
208021427-0,208021427,Bentleigh East - South,High,1.4,3,145.0568,-37.93587
208021427-0,208021427,Bentleigh East - South,High,1.4,4,145.07954,-37.93874
208021427-0,208021427,Bentleigh East - South,High,1.4,5,145.08248,-37.92398
208021427-0,208021427,Bentleigh East - South,High,1.4,6,145.06548,-37.92196
208021427-0,208021427,Bentleigh East - South,High,1.4,7,145.06218,-37.92154
208031183-0,208031183,Aspendale Gardens - Waterways,Moderate,0,0,145.1036,-38.01621
208031183-0,208031183,Aspendale Gardens - Waterways,Moderate,0,1,145.12312,-38.03378
208031183-0,208031183,Aspendale Gardens - Waterways,Moderate,0,2,145.13863,-38.01995
208031183-0,208031183,Aspendale Gardens - Waterways,Moderate,0,3,145.14083,-38.01073
208031183-0,208031183,Aspendale Gardens - Waterways,Moderate,0,4,145.11518,-38.00861
208031183-0,208031183,Aspendale Gardens - Waterways,Moderate,0,5,145.11399,-38.01486
208031183-0,208031183,Aspendale Gardens - Waterways,Moderate,0,6,145.10345,-38.01202
208031183-0,208031183,Aspendale Gardens - Waterways,Moderate,0,7,145.10064,-38.01358
208031183-0,208031183,Aspendale Gardens - Waterways,Moderate,0,8,145.10306,-38.01571
208031183-0,208031183,Aspendale Gardens - Waterways,Moderate,0,9,145.1036,-38.01621
208031184-0,208031184,Braeside,High,0,0,145.11004,-37.98198
208031184-0,208031184,Braeside,High,0,1,145.10328,-38.01149
208031184-0,208031184,Braeside,High,0,2,145.11399,-38.01486
208031184-0,208031184,Braeside,High,0,3,145.11518,-38.00861
208031184-0,208031184,Braeside,High,0,4,145.14083,-38.01073
208031184-0,208031184,Braeside,High,0,5,145.1447,-37.99087
208031184-0,208031184,Braeside,High,0,6,145.11887,-37.98778
208031184-0,208031184,Braeside,High,0,7,145.11713,-37.97295
208031184-0,208031184,Braeside,High,0,8,145.11169,-37.97227
208031184-0,208031184,Braeside,High,0,9,145.11015,-37.98133
208031184-0,208031184,Braeside,High,0,10,145.11004,-37.98198
208031185-0,208031185,Carrum - Patterson Lakes,High,0.5,0,145.12562,-38.07164
208031185-0,208031185,Carrum - Patterson Lakes,High,0.5,1,145.11986,-38.07375
208031185-0,208031185,Carrum - Patterson Lakes,High,0.5,2,145.12279,-38.08499
208031185-0,208031185,Carrum - Patterson Lakes,High,0.5,3,145.12697,-38.08169
208031185-0,208031185,Carrum - Patterson Lakes,High,0.5,4,145.14867,-38.0834
208031185-0,208031185,Carrum - Patterson Lakes,High,0.5,5,145.14982,-38.07504
208031185-0,208031185,Carrum - Patterson Lakes,High,0.5,6,145.15464,-38.07565
208031185-0,208031185,Carrum - Patterson Lakes,High,0.5,7,145.15626,-38.06738
208031185-0,208031185,Carrum - Patterson Lakes,High,0.5,8,145.15028,-38.06729
208031185-0,208031185,Carrum - Patterson Lakes,High,0.5,9,145.14483,-38.0515
208031185-0,208031185,Carrum - Patterson Lakes,High,0.5,10,145.13447,-38.05498
208031185-0,208031185,Carrum - Patterson Lakes,High,0.5,11,145.13972,-38.06471
208031185-0,208031185,Carrum - Patterson Lakes,High,0.5,12,145.12549,-38.07134
208031185-0,208031185,Carrum - Patterson Lakes,High,0.5,13,145.12562,-38.07164
208031186-0,208031186,Chelsea - Bonbeach,Moderate,1.4,0,145.11376,-38.05463
208031186-0,208031186,Chelsea - Bonbeach,Moderate,1.4,1,145.11959,-38.07321
208031186-0,208031186,Chelsea - Bonbeach,Moderate,1.4,2,145.13972,-38.06471
208031186-0,208031186,Chelsea - Bonbeach,Moderate,1.4,3,145.12592,-38.03915
208031186-0,208031186,Chelsea - Bonbeach,Moderate,1.4,4,145.10987,-38.046
208031186-0,208031186,Chelsea - Bonbeach,Moderate,1.4,5,145.1137,-38.05445
208031186-0,208031186,Chelsea - Bonbeach,Moderate,1.4,6,145.11376,-38.05463
208031187-0,208031187,Chelsea Heights,High,0.3,0,145.13119,-38.02798
208031187-0,208031187,Chelsea Heights,High,0.3,1,145.12309,-38.03391
208031187-0,208031187,Chelsea Heights,High,0.3,2,145.13447,-38.05498
208031187-0,208031187,Chelsea Heights,High,0.3,3,145.14483,-38.0515
208031187-0,208031187,Chelsea Heights,High,0.3,4,145.13246,-38.0265
208031187-0,208031187,Chelsea Heights,High,0.3,5,145.13119,-38.02798
208031188-0,208031188,Highett (East) - Cheltenham ,Moderate,2,0,145.04572,-37.95393
208031188-0,208031188,Highett (East) - Cheltenham ,Moderate,2,1,145.05527,-37.96766
208031188-0,208031188,Highett (East) - Cheltenham ,Moderate,2,2,145.05417,-37.97348
208031188-0,208031188,Highett (East) - Cheltenham ,Moderate,2,3,145.08625,-37.97624
208031188-0,208031188,Highett (East) - Cheltenham ,Moderate,2,4,145.08707,-37.96924
208031188-0,208031188,Highett (East) - Cheltenham ,Moderate,2,5,145.09225,-37.96987
208031188-0,208031188,Highett (East) - Cheltenham ,Moderate,2,6,145.09318,-37.96484
208031188-0,208031188,Highett (East) - Cheltenham ,Moderate,2,7,145.07545,-37.96026
208031188-0,208031188,Highett (East) - Cheltenham ,Moderate,2,8,145.07736,-37.94983
208031188-0,208031188,Highett (East) - Cheltenham ,Moderate,2,9,145.03931,-37.94473
208031188-0,208031188,Highett (East) - Cheltenham ,Moderate,2,10,145.04452,-37.95221
208031188-0,208031188,Highett (East) - Cheltenham ,Moderate,2,11,145.04572,-37.95393
208031189-0,208031189,Edithvale - Aspendale,Moderate,1.8,0,145.09815,-38.02479
208031189-0,208031189,Edithvale - Aspendale,Moderate,1.8,1,145.10987,-38.046
208031189-0,208031189,Edithvale - Aspendale,Moderate,1.8,2,145.12592,-38.03915
208031189-0,208031189,Edithvale - Aspendale,Moderate,1.8,3,145.12305,-38.03365
208031189-0,208031189,Edithvale - Aspendale,Moderate,1.8,4,145.10064,-38.01358
208031189-0,208031189,Edithvale - Aspendale,Moderate,1.8,5,145.1034,-38.01186
208031189-0,208031189,Edithvale - Aspendale,Moderate,1.8,6,145.08452,-38.01129
208031189-0,208031189,Edithvale - Aspendale,Moderate,1.8,7,145.09805,-38.02464
208031189-0,208031189,Edithvale - Aspendale,Moderate,1.8,8,145.09815,-38.02479
208031190-0,208031190,Mentone,Moderate,1.5,0,145.05304,-37.97981
208031190-0,208031190,Mentone,Moderate,1.5,1,145.0517,-37.98681
208031190-0,208031190,Mentone,Moderate,1.5,2,145.0687,-37.9949
208031190-0,208031190,Mentone,Moderate,1.5,3,145.07136,-37.98216
208031190-0,208031190,Mentone,Moderate,1.5,4,145.07883,-37.98697
208031190-0,208031190,Mentone,Moderate,1.5,5,145.07961,-37.98295
208031190-0,208031190,Mentone,Moderate,1.5,6,145.09533,-37.98445
208031190-0,208031190,Mentone,Moderate,1.5,7,145.08625,-37.97624
208031190-0,208031190,Mentone,Moderate,1.5,8,145.05417,-37.97348
208031190-0,208031190,Mentone,Moderate,1.5,9,145.05324,-37.97873
208031190-0,208031190,Mentone,Moderate,1.5,10,145.05304,-37.97981
208031191-0,208031191,Moorabbin - Heatherton,High,1.5,0,145.03645,-37.93846
208031191-0,208031191,Moorabbin - Heatherton,High,1.5,1,145.03931,-37.94473
208031191-0,208031191,Moorabbin - Heatherton,High,1.5,2,145.07736,-37.94983
208031191-0,208031191,Moorabbin - Heatherton,High,1.5,3,145.07545,-37.96026
208031191-0,208031191,Moorabbin - Heatherton,High,1.5,4,145.09318,-37.96484
208031191-0,208031191,Moorabbin - Heatherton,High,1.5,5,145.09225,-37.96987
208031191-0,208031191,Moorabbin - Heatherton,High,1.5,6,145.11169,-37.97226
208031191-0,208031191,Moorabbin - Heatherton,High,1.5,7,145.1123,-37.95746
208031191-0,208031191,Moorabbin - Heatherton,High,1.5,8,145.10315,-37.95633
208031191-0,208031191,Moorabbin - Heatherton,High,1.5,9,145.09838,-37.94564
208031191-0,208031191,Moorabbin - Heatherton,High,1.5,10,145.08869,-37.93995
208031191-0,208031191,Moorabbin - Heatherton,High,1.5,11,145.03438,-37.93299
208031191-0,208031191,Moorabbin - Heatherton,High,1.5,12,145.03644,-37.93688
208031191-0,208031191,Moorabbin - Heatherton,High,1.5,13,145.03645,-37.93846
208031192-0,208031192,Moorabbin Airport,High,0,0,145.09093,-37.97992
208031192-0,208031192,Moorabbin Airport,High,0,1,145.09329,-37.9842
208031192-0,208031192,Moorabbin Airport,High,0,2,145.10926,-37.9866
208031192-0,208031192,Moorabbin Airport,High,0,3,145.11169,-37.97226
208031192-0,208031192,Moorabbin Airport,High,0,4,145.09134,-37.96976
208031192-0,208031192,Moorabbin Airport,High,0,5,145.08707,-37.96924
208031192-0,208031192,Moorabbin Airport,High,0,6,145.08616,-37.97444
208031192-0,208031192,Moorabbin Airport,High,0,7,145.0905,-37.97986
208031192-0,208031192,Moorabbin Airport,High,0,8,145.09093,-37.97992
208031193-0,208031193,Mordialloc - Parkdale,Moderate,1.1,0,145.07029,-37.98783
208031193-0,208031193,Mordialloc - Parkdale,Moderate,1.1,1,145.0687,-37.9949
208031193-0,208031193,Mordialloc - Parkdale,Moderate,1.1,2,145.08415,-38.01114
208031193-0,208031193,Mordialloc - Parkdale,Moderate,1.1,3,145.1034,-38.01186
208031193-0,208031193,Mordialloc - Parkdale,Moderate,1.1,4,145.10925,-37.98672
208031193-0,208031193,Mordialloc - Parkdale,Moderate,1.1,5,145.07961,-37.98295
208031193-0,208031193,Mordialloc - Parkdale,Moderate,1.1,6,145.07883,-37.98697
208031193-0,208031193,Mordialloc - Parkdale,Moderate,1.1,7,145.07136,-37.98216
208031193-0,208031193,Mordialloc - Parkdale,Moderate,1.1,8,145.07033,-37.98762
208031193-0,208031193,Mordialloc - Parkdale,Moderate,1.1,9,145.07029,-37.98783
208041194-0,208041194,Malvern - Glen Iris,Moderate,1.1,0,145.03006,-37.85161
208041194-0,208041194,Malvern - Glen Iris,Moderate,1.1,1,145.02769,-37.86631
208041194-0,208041194,Malvern - Glen Iris,Moderate,1.1,2,145.03827,-37.87373
208041194-0,208041194,Malvern - Glen Iris,Moderate,1.1,3,145.04014,-37.86389
208041194-0,208041194,Malvern - Glen Iris,Moderate,1.1,4,145.06361,-37.86699
208041194-0,208041194,Malvern - Glen Iris,Moderate,1.1,5,145.05974,-37.8547
208041194-0,208041194,Malvern - Glen Iris,Moderate,1.1,6,145.04227,-37.84729
208041194-0,208041194,Malvern - Glen Iris,Moderate,1.1,7,145.03873,-37.83883
208041194-0,208041194,Malvern - Glen Iris,Moderate,1.1,8,145.03269,-37.83734
208041194-0,208041194,Malvern - Glen Iris,Moderate,1.1,9,145.03023,-37.8507
208041194-0,208041194,Malvern - Glen Iris,Moderate,1.1,10,145.03006,-37.85161
208041195-0,208041195,Malvern East,Moderate,1.4,0,145.03922,-37.86872
208041195-0,208041195,Malvern East,Moderate,1.4,1,145.03827,-37.87373
208041195-0,208041195,Malvern East,Moderate,1.4,2,145.05168,-37.8827
208041195-0,208041195,Malvern East,Moderate,1.4,3,145.07182,-37.88483
208041195-0,208041195,Malvern East,Moderate,1.4,4,145.08599,-37.89264
208041195-0,208041195,Malvern East,Moderate,1.4,5,145.09049,-37.88193
208041195-0,208041195,Malvern East,Moderate,1.4,6,145.09209,-37.8718
208041195-0,208041195,Malvern East,Moderate,1.4,7,145.07327,-37.87585
208041195-0,208041195,Malvern East,Moderate,1.4,8,145.05946,-37.86464
208041195-0,208041195,Malvern East,Moderate,1.4,9,145.04014,-37.86389
208041195-0,208041195,Malvern East,Moderate,1.4,10,145.03941,-37.86773
208041195-0,208041195,Malvern East,Moderate,1.4,11,145.03922,-37.86872
209011196-0,209011196,Bundoora - East,Moderate,1.4,0,145.05892,-37.69784
209011196-0,209011196,Bundoora - East,Moderate,1.4,1,145.05133,-37.70837
209011196-0,209011196,Bundoora - East,Moderate,1.4,2,145.07495,-37.70878
209011196-0,209011196,Bundoora - East,Moderate,1.4,3,145.07646,-37.70175
209011196-0,209011196,Bundoora - East,Moderate,1.4,4,145.07946,-37.70205
209011196-0,209011196,Bundoora - East,Moderate,1.4,5,145.0791,-37.68718
209011196-0,209011196,Bundoora - East,Moderate,1.4,6,145.06824,-37.68605
209011196-0,209011196,Bundoora - East,Moderate,1.4,7,145.05918,-37.69707
209011196-0,209011196,Bundoora - East,Moderate,1.4,8,145.05892,-37.69784
209011197-0,209011197,Greensborough,High,0.5,0,145.09076,-37.7009
209011197-0,209011197,Greensborough,High,0.5,1,145.08916,-37.71051
209011197-0,209011197,Greensborough,High,0.5,2,145.09615,-37.70881
209011197-0,209011197,Greensborough,High,0.5,3,145.092,-37.71727
209011197-0,209011197,Greensborough,High,0.5,4,145.1109,-37.72032
209011197-0,209011197,Greensborough,High,0.5,5,145.1149,-37.71169
209011197-0,209011197,Greensborough,High,0.5,6,145.11076,-37.7072
209011197-0,209011197,Greensborough,High,0.5,7,145.11662,-37.70609
209011197-0,209011197,Greensborough,High,0.5,8,145.11476,-37.69988
209011197-0,209011197,Greensborough,High,0.5,9,145.12811,-37.7047
209011197-0,209011197,Greensborough,High,0.5,10,145.13157,-37.70034
209011197-0,209011197,Greensborough,High,0.5,11,145.14036,-37.70125
209011197-0,209011197,Greensborough,High,0.5,12,145.14371,-37.68261
209011197-0,209011197,Greensborough,High,0.5,13,145.09503,-37.69302
209011197-0,209011197,Greensborough,High,0.5,14,145.09087,-37.70056
209011197-0,209011197,Greensborough,High,0.5,15,145.09076,-37.7009
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,0,145.05845,-37.74403
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,1,145.05364,-37.75801
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,2,145.07395,-37.76033
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,3,145.07735,-37.75977
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,4,145.07302,-37.75949
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,5,145.07466,-37.75697
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,6,145.08057,-37.75786
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,7,145.07833,-37.75391
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,8,145.08328,-37.75484
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,9,145.08196,-37.75056
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,10,145.08625,-37.74527
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,11,145.07876,-37.73343
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,12,145.06536,-37.72973
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,13,145.06085,-37.72971
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,14,145.05859,-37.74321
209011198-0,209011198,Heidelberg - Rosanna,Moderate,0.4,15,145.05845,-37.74403
209011199-0,209011199,Heidelberg West,High,3.5,0,145.03288,-37.7409
209011199-0,209011199,Heidelberg West,High,3.5,1,145.0361,-37.74685
209011199-0,209011199,Heidelberg West,High,3.5,2,145.03127,-37.75562
209011199-0,209011199,Heidelberg West,High,3.5,3,145.05364,-37.75801
209011199-0,209011199,Heidelberg West,High,3.5,4,145.06085,-37.72971
209011199-0,209011199,Heidelberg West,High,3.5,5,145.03861,-37.72731
209011199-0,209011199,Heidelberg West,High,3.5,6,145.04028,-37.7323
209011199-0,209011199,Heidelberg West,High,3.5,7,145.03374,-37.73537
209011199-0,209011199,Heidelberg West,High,3.5,8,145.03281,-37.74061
209011199-0,209011199,Heidelberg West,High,3.5,9,145.03288,-37.7409
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,0,145.21577,-38.20064
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,1,145.21545,-38.20872
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,2,145.22655,-38.21894
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,3,145.25907,-38.22574
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,4,145.259,-38.22233
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,5,145.27151,-38.22291
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,6,145.27863,-38.23439
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,7,145.27414,-38.24409
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,8,145.29553,-38.24831
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,9,145.31267,-38.24804
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,10,145.32485,-38.24214
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,11,145.32641,-38.23507
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,12,145.33259,-38.23613
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,13,145.34134,-38.22955
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,14,145.34021,-38.21873
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,15,145.34708,-38.21356
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,16,145.36559,-38.2221
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,17,145.3894,-38.22248
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,18,145.38772,-38.21869
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,19,145.39194,-38.21954
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,20,145.39193,-38.22412
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,21,145.41092,-38.22804
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,22,145.42267,-38.21688
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,23,145.43065,-38.21638
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,24,145.41667,-38.20382
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,25,145.41832,-38.19848
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,26,145.38887,-38.1925
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,27,145.39319,-38.17194
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,28,145.37355,-38.16937
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,29,145.37136,-38.17995
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,30,145.34384,-38.17635
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,31,145.34222,-38.18398
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,32,145.22174,-38.16896
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,33,145.21646,-38.19697
212031308-0,212031308,Pearcedale - Tooradin,High,0.6,34,145.21577,-38.20064
209011200-0,209011200,Ivanhoe,Moderate,0.5,0,145.02852,-37.76135
209011200-0,209011200,Ivanhoe,Moderate,0.5,1,145.03204,-37.77042
209011200-0,209011200,Ivanhoe,Moderate,0.5,2,145.03684,-37.77064
209011200-0,209011200,Ivanhoe,Moderate,0.5,3,145.03449,-37.7789
209011200-0,209011200,Ivanhoe,Moderate,0.5,4,145.03859,-37.77932
209011200-0,209011200,Ivanhoe,Moderate,0.5,5,145.03819,-37.78349
209011200-0,209011200,Ivanhoe,Moderate,0.5,6,145.04772,-37.77985
209011200-0,209011200,Ivanhoe,Moderate,0.5,7,145.05491,-37.78507
209011200-0,209011200,Ivanhoe,Moderate,0.5,8,145.05457,-37.78114
209011200-0,209011200,Ivanhoe,Moderate,0.5,9,145.06338,-37.78127
209011200-0,209011200,Ivanhoe,Moderate,0.5,10,145.06286,-37.77716
209011200-0,209011200,Ivanhoe,Moderate,0.5,11,145.05649,-37.77901
209011200-0,209011200,Ivanhoe,Moderate,0.5,12,145.04815,-37.77257
209011200-0,209011200,Ivanhoe,Moderate,0.5,13,145.05364,-37.75801
209011200-0,209011200,Ivanhoe,Moderate,0.5,14,145.03127,-37.75562
209011200-0,209011200,Ivanhoe,Moderate,0.5,15,145.02857,-37.76128
209011200-0,209011200,Ivanhoe,Moderate,0.5,16,145.02852,-37.76135
212031457-0,212031457,Narre Warren South - East,Moderate,0.2,0,145.29967,-38.06258
212031457-0,212031457,Narre Warren South - East,Moderate,0.2,1,145.29821,-38.06989
212031457-0,212031457,Narre Warren South - East,Moderate,0.2,2,145.32181,-38.07276
212031457-0,212031457,Narre Warren South - East,Moderate,0.2,3,145.32788,-38.06779
212031457-0,212031457,Narre Warren South - East,Moderate,0.2,4,145.32987,-38.05881
212031457-0,212031457,Narre Warren South - East,Moderate,0.2,5,145.32117,-38.05672
212031457-0,212031457,Narre Warren South - East,Moderate,0.2,6,145.31812,-38.0492
212031457-0,212031457,Narre Warren South - East,Moderate,0.2,7,145.3209,-38.04425
212031457-0,212031457,Narre Warren South - East,Moderate,0.2,8,145.30407,-38.04152
212031457-0,212031457,Narre Warren South - East,Moderate,0.2,9,145.30003,-38.06073
212031457-0,212031457,Narre Warren South - East,Moderate,0.2,10,145.29967,-38.06258
209011201-0,209011201,Ivanhoe East - Eaglemont,Moderate,1.2,0,145.05177,-37.76677
209011201-0,209011201,Ivanhoe East - Eaglemont,Moderate,1.2,1,145.04959,-37.77436
