path_id,sa2_code,sa2_name,access_category,growth,point_order,longitude,latitude
211011447-0,211011447,Ferntree Gully - North,Moderate,0.3,4,145.29317,-37.86808
211011447-0,211011447,Ferntree Gully - North,Moderate,0.3,5,145.29081,-37.87356
211011447-0,211011447,Ferntree Gully - North,Moderate,0.3,6,145.28585,-37.87422
211011447-0,211011447,Ferntree Gully - North,Moderate,0.3,7,145.27771,-37.86842
211011447-0,211011447,Ferntree Gully - North,Moderate,0.3,8,145.26636,-37.86727
211011447-0,211011447,Ferntree Gully - North,Moderate,0.3,9,145.25857,-37.86875
211011447-0,211011447,Ferntree Gully - North,Moderate,0.3,10,145.25906,-37.87364
211011447-0,211011447,Ferntree Gully - North,Moderate,0.3,11,145.25869,-37.87434
211011448-0,211011448,Ferntree Gully (South) - Upper Ferntree Gully,High,0.4,0,145.2576,-37.8892
211011448-0,211011448,Ferntree Gully (South) - Upper Ferntree Gully,High,0.4,1,145.26318,-37.90225
211011448-0,211011448,Ferntree Gully (South) - Upper Ferntree Gully,High,0.4,2,145.29503,-37.90031
211011448-0,211011448,Ferntree Gully (South) - Upper Ferntree Gully,High,0.4,3,145.30502,-37.9057
211011448-0,211011448,Ferntree Gully (South) - Upper Ferntree Gully,High,0.4,4,145.30947,-37.89947
211011448-0,211011448,Ferntree Gully (South) - Upper Ferntree Gully,High,0.4,5,145.32425,-37.89945
211011448-0,211011448,Ferntree Gully (South) - Upper Ferntree Gully,High,0.4,6,145.30548,-37.88737
211011448-0,211011448,Ferntree Gully (South) - Upper Ferntree Gully,High,0.4,7,145.30348,-37.89109
211011448-0,211011448,Ferntree Gully (South) - Upper Ferntree Gully,High,0.4,8,145.28823,-37.88888
211011448-0,211011448,Ferntree Gully (South) - Upper Ferntree Gully,High,0.4,9,145.25766,-37.87638
211011448-0,211011448,Ferntree Gully (South) - Upper Ferntree Gully,High,0.4,10,145.2576,-37.88875
211011448-0,211011448,Ferntree Gully (South) - Upper Ferntree Gully,High,0.4,11,145.2576,-37.8892
211011449-0,211011449,The Basin,Moderate,0.4,0,145.30185,-37.85586
211011449-0,211011449,The Basin,Moderate,0.4,1,145.30612,-37.86355
211011449-0,211011449,The Basin,Moderate,0.4,2,145.31646,-37.8627
211011449-0,211011449,The Basin,Moderate,0.4,3,145.32422,-37.86705
211011449-0,211011449,The Basin,Moderate,0.4,4,145.33599,-37.86312
211011449-0,211011449,The Basin,Moderate,0.4,5,145.33663,-37.85617
211011449-0,211011449,The Basin,Moderate,0.4,6,145.34347,-37.86232
211011449-0,211011449,The Basin,Moderate,0.4,7,145.34758,-37.85861
211011449-0,211011449,The Basin,Moderate,0.4,8,145.33213,-37.85101
211011449-0,211011449,The Basin,Moderate,0.4,9,145.33283,-37.84742
211011449-0,211011449,The Basin,Moderate,0.4,10,145.32016,-37.84488
211011449-0,211011449,The Basin,Moderate,0.4,11,145.2992,-37.85214
211011449-0,211011449,The Basin,Moderate,0.4,12,145.30178,-37.8558
211011449-0,211011449,The Basin,Moderate,0.4,13,145.30185,-37.85586
212041563-0,212041563,Dandenong - North,High,1.6,0,145.1938,-37.97428
212041563-0,212041563,Dandenong - North,High,1.6,1,145.19626,-37.98126
212041563-0,212041563,Dandenong - North,High,1.6,2,145.22603,-38.00178
212041563-0,212041563,Dandenong - North,High,1.6,3,145.22736,-37.99095
212041563-0,212041563,Dandenong - North,High,1.6,4,145.23551,-37.97675
212041563-0,212041563,Dandenong - North,High,1.6,5,145.23413,-37.97224
212041563-0,212041563,Dandenong - North,High,1.6,6,145.19508,-37.96753
212041563-0,212041563,Dandenong - North,High,1.6,7,145.19408,-37.97277
212041563-0,212041563,Dandenong - North,High,1.6,8,145.1938,-37.97428
211021261-0,211021261,Donvale - Park Orchards,High,0.9,0,145.17468,-37.78406
211021261-0,211021261,Donvale - Park Orchards,High,0.9,1,145.17115,-37.78607
211021261-0,211021261,Donvale - Park Orchards,High,0.9,2,145.17287,-37.79086
211021261-0,211021261,Donvale - Park Orchards,High,0.9,3,145.16777,-37.80248
211021261-0,211021261,Donvale - Park Orchards,High,0.9,4,145.18503,-37.80121
211021261-0,211021261,Donvale - Park Orchards,High,0.9,5,145.19029,-37.80554
211021261-0,211021261,Donvale - Park Orchards,High,0.9,6,145.20543,-37.8056
211021261-0,211021261,Donvale - Park Orchards,High,0.9,7,145.21354,-37.81175
211021261-0,211021261,Donvale - Park Orchards,High,0.9,8,145.21721,-37.79087
211021261-0,211021261,Donvale - Park Orchards,High,0.9,9,145.23597,-37.79007
211021261-0,211021261,Donvale - Park Orchards,High,0.9,10,145.23868,-37.77543
211021261-0,211021261,Donvale - Park Orchards,High,0.9,11,145.22986,-37.77333
211021261-0,211021261,Donvale - Park Orchards,High,0.9,12,145.23187,-37.76367
211021261-0,211021261,Donvale - Park Orchards,High,0.9,13,145.21816,-37.75946
211021261-0,211021261,Donvale - Park Orchards,High,0.9,14,145.21585,-37.76221
211021261-0,211021261,Donvale - Park Orchards,High,0.9,15,145.2044,-37.76083
211021261-0,211021261,Donvale - Park Orchards,High,0.9,16,145.20176,-37.77249
211021261-0,211021261,Donvale - Park Orchards,High,0.9,17,145.1921,-37.77173
211021261-0,211021261,Donvale - Park Orchards,High,0.9,18,145.18981,-37.76589
211021261-0,211021261,Donvale - Park Orchards,High,0.9,19,145.18218,-37.76539
211021261-0,211021261,Donvale - Park Orchards,High,0.9,20,145.18324,-37.77434
211021261-0,211021261,Donvale - Park Orchards,High,0.9,21,145.17639,-37.77366
211021261-0,211021261,Donvale - Park Orchards,High,0.9,22,145.17432,-37.78401
211021261-0,211021261,Donvale - Park Orchards,High,0.9,23,145.17468,-37.78406
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,0,145.24196,-37.73607
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,1,145.23626,-37.73147
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,2,145.22888,-37.73162
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,3,145.22991,-37.73872
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,4,145.22022,-37.73612
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,5,145.20542,-37.74173
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,6,145.20248,-37.73749
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,7,145.21536,-37.73192
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,8,145.20164,-37.73035
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,9,145.19743,-37.74134
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,10,145.19188,-37.73799
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,11,145.19395,-37.73183
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,12,145.18148,-37.72979
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,13,145.17554,-37.74997
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,14,145.18175,-37.75358
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,15,145.1826,-37.76431
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,16,145.18981,-37.76589
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,17,145.1921,-37.77173
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,18,145.20176,-37.77249
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,19,145.2044,-37.76083
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,20,145.21585,-37.76221
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,21,145.21816,-37.75946
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,22,145.23187,-37.76367
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,23,145.22986,-37.77333
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,24,145.23868,-37.77543
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,25,145.24058,-37.76475
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,26,145.26539,-37.76691
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,27,145.27821,-37.76183
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,28,145.29644,-37.76344
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,29,145.29697,-37.76035
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,30,145.29169,-37.75979
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,31,145.29597,-37.74928
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,32,145.29009,-37.74681
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,33,145.28695,-37.7353
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,34,145.29394,-37.72288
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,35,145.29329,-37.70952
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,36,145.28911,-37.70896
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,37,145.29232,-37.70243
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,38,145.28274,-37.70855
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,39,145.28697,-37.71492
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,40,145.2836,-37.71884
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,41,145.28129,-37.71381
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,42,145.27236,-37.71584
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,43,145.27577,-37.71004
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,44,145.26794,-37.70329
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,45,145.26824,-37.70747
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,46,145.25481,-37.71006
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,47,145.25601,-37.71427
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,48,145.24867,-37.72072
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,49,145.24324,-37.71894
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,50,145.24249,-37.72542
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,51,145.23552,-37.72029
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,52,145.23661,-37.72705
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,53,145.24227,-37.72808
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,54,145.24208,-37.73605
211021262-0,211021262,Warrandyte - Wonga Park,High,0.2,55,145.24196,-37.73607
211031263-0,211031263,Bayswater North,High,0.7,0,145.26457,-37.82348
211031263-0,211031263,Bayswater North,High,0.7,1,145.25883,-37.83664
211031263-0,211031263,Bayswater North,High,0.7,2,145.29353,-37.83405
211031263-0,211031263,Bayswater North,High,0.7,3,145.31798,-37.84391
211031263-0,211031263,Bayswater North,High,0.7,4,145.31681,-37.81815
211031263-0,211031263,Bayswater North,High,0.7,5,145.30429,-37.82152
211031263-0,211031263,Bayswater North,High,0.7,6,145.30553,-37.81486
211031263-0,211031263,Bayswater North,High,0.7,7,145.30169,-37.81439
211031263-0,211031263,Bayswater North,High,0.7,8,145.27831,-37.82177
211031263-0,211031263,Bayswater North,High,0.7,9,145.26778,-37.81645
211031263-0,211031263,Bayswater North,High,0.7,10,145.26453,-37.82347
211031263-0,211031263,Bayswater North,High,0.7,11,145.26457,-37.82348
211031265-0,211031265,Croydon Hills - Warranwood,Moderate,0.6,0,145.23961,-37.77033
211031265-0,211031265,Croydon Hills - Warranwood,Moderate,0.6,1,145.23784,-37.77921
211031265-0,211031265,Croydon Hills - Warranwood,Moderate,0.6,2,145.27774,-37.78571
211031265-0,211031265,Croydon Hills - Warranwood,Moderate,0.6,3,145.29157,-37.77946
211031265-0,211031265,Croydon Hills - Warranwood,Moderate,0.6,4,145.29344,-37.7725
211031265-0,211031265,Croydon Hills - Warranwood,Moderate,0.6,5,145.30035,-37.76738
211031265-0,211031265,Croydon Hills - Warranwood,Moderate,0.6,6,145.29644,-37.76344
211031265-0,211031265,Croydon Hills - Warranwood,Moderate,0.6,7,145.27821,-37.76183
211031265-0,211031265,Croydon Hills - Warranwood,Moderate,0.6,8,145.26539,-37.76691
211031265-0,211031265,Croydon Hills - Warranwood,Moderate,0.6,9,145.24058,-37.76475
211031265-0,211031265,Croydon Hills - Warranwood,Moderate,0.6,10,145.2397,-37.76984
211031265-0,211031265,Croydon Hills - Warranwood,Moderate,0.6,11,145.23961,-37.77033
212041564-0,212041564,Dandenong - South,High,0.5,0,145.19368,-37.99696
212041564-0,212041564,Dandenong - South,High,0.5,1,145.1845,-38.03074
212041564-0,212041564,Dandenong - South,High,0.5,2,145.17302,-38.04385
212041564-0,212041564,Dandenong - South,High,0.5,3,145.14685,-38.05697
212041564-0,212041564,Dandenong - South,High,0.5,4,145.15028,-38.06729
212041564-0,212041564,Dandenong - South,High,0.5,5,145.23959,-38.07766
212041564-0,212041564,Dandenong - South,High,0.5,6,145.25186,-38.00362
212041564-0,212041564,Dandenong - South,High,0.5,7,145.22603,-38.00178
212041564-0,212041564,Dandenong - South,High,0.5,8,145.19653,-37.98145
212041564-0,212041564,Dandenong - South,High,0.5,9,145.19339,-37.99666
212041564-0,212041564,Dandenong - South,High,0.5,10,145.19368,-37.99696
212041565-0,212041565,Keysborough - North,High,0.1,0,145.14523,-37.9875
212041565-0,212041565,Keysborough - North,High,0.1,1,145.1447,-37.99084
212041565-0,212041565,Keysborough - North,High,0.1,2,145.15622,-37.99216
212041565-0,212041565,Keysborough - North,High,0.1,3,145.16246,-37.99706
212041565-0,212041565,Keysborough - North,High,0.1,4,145.17526,-37.99613
212041565-0,212041565,Keysborough - North,High,0.1,5,145.19321,-38.00155
212041565-0,212041565,Keysborough - North,High,0.1,6,145.1947,-37.99834
212041565-0,212041565,Keysborough - North,High,0.1,7,145.19186,-37.98019
212041565-0,212041565,Keysborough - North,High,0.1,8,145.18296,-37.98443
212041565-0,212041565,Keysborough - North,High,0.1,9,145.16502,-37.97989
212041565-0,212041565,Keysborough - North,High,0.1,10,145.15547,-37.98363
212041565-0,212041565,Keysborough - North,High,0.1,11,145.14624,-37.98209
212041565-0,212041565,Keysborough - North,High,0.1,12,145.14542,-37.9863
212041565-0,212041565,Keysborough - North,High,0.1,13,145.14523,-37.9875
211031451-0,211031451,Croydon - West,Moderate,1,0,145.28818,-37.78096
211031451-0,211031451,Croydon - West,Moderate,1,1,145.27774,-37.78571
211031451-0,211031451,Croydon - West,Moderate,1,2,145.2644,-37.78241
211031451-0,211031451,Croydon - West,Moderate,1,3,145.25897,-37.78687
211031451-0,211031451,Croydon - West,Moderate,1,4,145.25589,-37.79655
211031451-0,211031451,Croydon - West,Moderate,1,5,145.26657,-37.80693
211031451-0,211031451,Croydon - West,Moderate,1,6,145.29042,-37.78778
211031451-0,211031451,Croydon - West,Moderate,1,7,145.30742,-37.78367
211031451-0,211031451,Croydon - West,Moderate,1,8,145.30783,-37.77745
211031451-0,211031451,Croydon - West,Moderate,1,9,145.29724,-37.76926
211031451-0,211031451,Croydon - West,Moderate,1,10,145.28871,-37.78073
211031451-0,211031451,Croydon - West,Moderate,1,11,145.28818,-37.78096
211031452-0,211031452,Croydon South,Moderate,0.6,0,145.26144,-37.81483
211031452-0,211031452,Croydon South,Moderate,0.6,1,145.27831,-37.82177
211031452-0,211031452,Croydon South,Moderate,0.6,2,145.30573,-37.81322
211031452-0,211031452,Croydon South,Moderate,0.6,3,145.2596,-37.80929
211031452-0,211031452,Croydon South,Moderate,0.6,4,145.2584,-37.81438
211031452-0,211031452,Croydon South,Moderate,0.6,5,145.26123,-37.8148
211031452-0,211031452,Croydon South,Moderate,0.6,6,145.26144,-37.81483
211041269-0,211041269,Forest Hill,High,0.7,0,145.15957,-37.8387
211041269-0,211041269,Forest Hill,High,0.7,1,145.15689,-37.84576
211041269-0,211041269,Forest Hill,High,0.7,2,145.16438,-37.84679
211041269-0,211041269,Forest Hill,High,0.7,3,145.16297,-37.85413
211041269-0,211041269,Forest Hill,High,0.7,4,145.16927,-37.85483
211041269-0,211041269,Forest Hill,High,0.7,5,145.17083,-37.84535
211041269-0,211041269,Forest Hill,High,0.7,6,145.18227,-37.84582
211041269-0,211041269,Forest Hill,High,0.7,7,145.18429,-37.83216
211041269-0,211041269,Forest Hill,High,0.7,8,145.16777,-37.82791
211041269-0,211041269,Forest Hill,High,0.7,9,145.16536,-37.83394
211041269-0,211041269,Forest Hill,High,0.7,10,145.16008,-37.83328
211041269-0,211041269,Forest Hill,High,0.7,11,145.15937,-37.83867
211041269-0,211041269,Forest Hill,High,0.7,12,145.15957,-37.8387
211041270-0,211041270,Mitcham (Vic.),High,0.4,0,145.18566,-37.81495
211041270-0,211041270,Mitcham (Vic.),High,0.4,1,145.1888,-37.83088
211041270-0,211041270,Mitcham (Vic.),High,0.4,2,145.21335,-37.83091
211041270-0,211041270,Mitcham (Vic.),High,0.4,3,145.21354,-37.81175
211041270-0,211041270,Mitcham (Vic.),High,0.4,4,145.20543,-37.8056
211041270-0,211041270,Mitcham (Vic.),High,0.4,5,145.18737,-37.80261
211041270-0,211041270,Mitcham (Vic.),High,0.4,6,145.18554,-37.81442
211041270-0,211041270,Mitcham (Vic.),High,0.4,7,145.18566,-37.81495
211041271-0,211041271,Nunawading,High,0.4,0,145.16798,-37.80744
211041271-0,211041271,Nunawading,High,0.4,1,145.16393,-37.82174
211041271-0,211041271,Nunawading,High,0.4,2,145.16627,-37.82773
211041271-0,211041271,Nunawading,High,0.4,3,145.18376,-37.8326
211041271-0,211041271,Nunawading,High,0.4,4,145.18912,-37.83177
211041271-0,211041271,Nunawading,High,0.4,5,145.18448,-37.80951
211041271-0,211041271,Nunawading,High,0.4,6,145.18737,-37.80261
211041271-0,211041271,Nunawading,High,0.4,7,145.16977,-37.80276
211041271-0,211041271,Nunawading,High,0.4,8,145.16782,-37.80743
211041271-0,211041271,Nunawading,High,0.4,9,145.16798,-37.80744
211041272-0,211041272,Vermont,Moderate,0.9,0,145.18518,-37.83626
211041272-0,211041272,Vermont,Moderate,0.9,1,145.18227,-37.84582
211041272-0,211041272,Vermont,Moderate,0.9,2,145.21073,-37.84716
211041272-0,211041272,Vermont,Moderate,0.9,3,145.21662,-37.83817
211041272-0,211041272,Vermont,Moderate,0.9,4,145.21672,-37.83237
211041272-0,211041272,Vermont,Moderate,0.9,5,145.21223,-37.83026
211041272-0,211041272,Vermont,Moderate,0.9,6,145.18537,-37.8314
211041272-0,211041272,Vermont,Moderate,0.9,7,145.18479,-37.83621
211041272-0,211041272,Vermont,Moderate,0.9,8,145.18518,-37.83626
212041566-0,212041566,Keysborough - South,Moderate,1.7,0,145.14435,-37.9926
212041566-0,212041566,Keysborough - South,Moderate,1.7,1,145.1393,-38.01877
212041566-0,212041566,Keysborough - South,Moderate,1.7,2,145.13352,-38.02537
212041566-0,212041566,Keysborough - South,Moderate,1.7,3,145.14685,-38.05697
212041566-0,212041566,Keysborough - South,Moderate,1.7,4,145.17233,-38.04432
212041566-0,212041566,Keysborough - South,Moderate,1.7,5,145.18055,-38.03581
212041566-0,212041566,Keysborough - South,Moderate,1.7,6,145.19321,-38.00155
212041566-0,212041566,Keysborough - South,Moderate,1.7,7,145.14466,-37.99107
212041566-0,212041566,Keysborough - South,Moderate,1.7,8,145.14435,-37.9926
212051319-0,212051319,Ashwood - Chadstone,Moderate,1.3,0,145.09215,-37.87176
212051319-0,212051319,Ashwood - Chadstone,Moderate,1.3,1,145.08924,-37.88776
212051319-0,212051319,Ashwood - Chadstone,Moderate,1.3,2,145.10689,-37.89314
212051319-0,212051319,Ashwood - Chadstone,Moderate,1.3,3,145.11399,-37.8555
212051319-0,212051319,Ashwood - Chadstone,Moderate,1.3,4,145.09512,-37.85334
212051319-0,212051319,Ashwood - Chadstone,Moderate,1.3,5,145.09205,-37.87086
212051319-0,212051319,Ashwood - Chadstone,Moderate,1.3,6,145.09215,-37.87176
212051321-0,212051321,Glen Waverley - East,Moderate,0.8,0,145.16622,-37.87761
212051321-0,212051321,Glen Waverley - East,Moderate,0.8,1,145.16141,-37.90352
212051321-0,212051321,Glen Waverley - East,Moderate,0.8,2,145.17356,-37.90486
212051321-0,212051321,Glen Waverley - East,Moderate,0.8,3,145.17636,-37.89025
212051321-0,212051321,Glen Waverley - East,Moderate,0.8,4,145.20017,-37.89294
212051321-0,212051321,Glen Waverley - East,Moderate,0.8,5,145.19087,-37.88057
212051321-0,212051321,Glen Waverley - East,Moderate,0.8,6,145.19571,-37.86516
212051321-0,212051321,Glen Waverley - East,Moderate,0.8,7,145.16923,-37.862
212051321-0,212051321,Glen Waverley - East,Moderate,0.8,8,145.16637,-37.87685
212051321-0,212051321,Glen Waverley - East,Moderate,0.8,9,145.16622,-37.87761
212051322-0,212051322,Glen Waverley - West,Moderate,1.3,0,145.14702,-37.87949
212051322-0,212051322,Glen Waverley - West,Moderate,1.3,1,145.14294,-37.90124
212051322-0,212051322,Glen Waverley - West,Moderate,1.3,2,145.16141,-37.90352
212051322-0,212051322,Glen Waverley - West,Moderate,1.3,3,145.16287,-37.89685
212051322-0,212051322,Glen Waverley - West,Moderate,1.3,4,145.16923,-37.862
212051322-0,212051322,Glen Waverley - West,Moderate,1.3,5,145.15076,-37.85976
212051322-0,212051322,Glen Waverley - West,Moderate,1.3,6,145.14704,-37.87939
212051322-0,212051322,Glen Waverley - West,Moderate,1.3,7,145.14702,-37.87949
211041273-0,211041273,Vermont South,Moderate,0.1,0,145.16927,-37.85483
211041273-0,211041273,Vermont South,Moderate,0.1,1,145.16923,-37.862
211041273-0,211041273,Vermont South,Moderate,0.1,2,145.19663,-37.86519
211041273-0,211041273,Vermont South,Moderate,0.1,3,145.20753,-37.8561
211041273-0,211041273,Vermont South,Moderate,0.1,4,145.21067,-37.84755
211041273-0,211041273,Vermont South,Moderate,0.1,5,145.17083,-37.84535
211041273-0,211041273,Vermont South,Moderate,0.1,6,145.16965,-37.85283
211041273-0,211041273,Vermont South,Moderate,0.1,7,145.16927,-37.85483
212051323-0,212051323,Mount Waverley - North,Moderate,2,0,145.11274,-37.8625
212051323-0,212051323,Mount Waverley - North,Moderate,2,1,145.11068,-37.8735
212051323-0,212051323,Mount Waverley - North,Moderate,2,2,145.14762,-37.87631
212051323-0,212051323,Mount Waverley - North,Moderate,2,3,145.15069,-37.86029
212051323-0,212051323,Mount Waverley - North,Moderate,2,4,145.11399,-37.8555
212051323-0,212051323,Mount Waverley - North,Moderate,2,5,145.113,-37.86107
212051323-0,212051323,Mount Waverley - North,Moderate,2,6,145.11274,-37.8625
211051274-0,211051274,Belgrave - Selby,High,0.1,0,145.35181,-37.90189
211051274-0,211051274,Belgrave - Selby,High,0.1,1,145.33763,-37.92013
211051274-0,211051274,Belgrave - Selby,High,0.1,2,145.32403,-37.9192
211051274-0,211051274,Belgrave - Selby,High,0.1,3,145.32251,-37.92437
211051274-0,211051274,Belgrave - Selby,High,0.1,4,145.31582,-37.92482
211051274-0,211051274,Belgrave - Selby,High,0.1,5,145.31439,-37.93171
211051274-0,211051274,Belgrave - Selby,High,0.1,6,145.29988,-37.93145
211051274-0,211051274,Belgrave - Selby,High,0.1,7,145.29319,-37.96485
211051274-0,211051274,Belgrave - Selby,High,0.1,8,145.38344,-37.97472
211051274-0,211051274,Belgrave - Selby,High,0.1,9,145.38422,-37.97065
211051274-0,211051274,Belgrave - Selby,High,0.1,10,145.38797,-37.97126
211051274-0,211051274,Belgrave - Selby,High,0.1,11,145.38821,-37.95764
211051274-0,211051274,Belgrave - Selby,High,0.1,12,145.38228,-37.95593
211051274-0,211051274,Belgrave - Selby,High,0.1,13,145.38513,-37.95284
211051274-0,211051274,Belgrave - Selby,High,0.1,14,145.38352,-37.93826
211051274-0,211051274,Belgrave - Selby,High,0.1,15,145.40129,-37.93944
211051274-0,211051274,Belgrave - Selby,High,0.1,16,145.4125,-37.93353
211051274-0,211051274,Belgrave - Selby,High,0.1,17,145.40906,-37.92917
211051274-0,211051274,Belgrave - Selby,High,0.1,18,145.41599,-37.92827
211051274-0,211051274,Belgrave - Selby,High,0.1,19,145.41705,-37.92289
211051274-0,211051274,Belgrave - Selby,High,0.1,20,145.41969,-37.92636
211051274-0,211051274,Belgrave - Selby,High,0.1,21,145.42292,-37.91917
211051274-0,211051274,Belgrave - Selby,High,0.1,22,145.40749,-37.91636
211051274-0,211051274,Belgrave - Selby,High,0.1,23,145.40788,-37.90847
211051274-0,211051274,Belgrave - Selby,High,0.1,24,145.40003,-37.90398
211051274-0,211051274,Belgrave - Selby,High,0.1,25,145.39517,-37.90488
211051274-0,211051274,Belgrave - Selby,High,0.1,26,145.39539,-37.91047
211051274-0,211051274,Belgrave - Selby,High,0.1,27,145.39115,-37.90513
211051274-0,211051274,Belgrave - Selby,High,0.1,28,145.39677,-37.90124
211051274-0,211051274,Belgrave - Selby,High,0.1,29,145.38666,-37.90334
211051274-0,211051274,Belgrave - Selby,High,0.1,30,145.38404,-37.90781
211051274-0,211051274,Belgrave - Selby,High,0.1,31,145.36619,-37.90871
211051274-0,211051274,Belgrave - Selby,High,0.1,32,145.3634,-37.90124
211051274-0,211051274,Belgrave - Selby,High,0.1,33,145.3516,-37.90041
211051274-0,211051274,Belgrave - Selby,High,0.1,34,145.35181,-37.90189
211051275-0,211051275,Chirnside Park,Moderate,1,0,145.29383,-37.7556
211051275-0,211051275,Chirnside Park,Moderate,1,1,145.29169,-37.75979
211051275-0,211051275,Chirnside Park,Moderate,1,2,145.29697,-37.76035
211051275-0,211051275,Chirnside Park,Moderate,1,3,145.29591,-37.76639
211051275-0,211051275,Chirnside Park,Moderate,1,4,145.30035,-37.76738
211051275-0,211051275,Chirnside Park,Moderate,1,5,145.29728,-37.77028
211051275-0,211051275,Chirnside Park,Moderate,1,6,145.30257,-37.77143
211051275-0,211051275,Chirnside Park,Moderate,1,7,145.30894,-37.76491
211051275-0,211051275,Chirnside Park,Moderate,1,8,145.31476,-37.76555
211051275-0,211051275,Chirnside Park,Moderate,1,9,145.31606,-37.75843
211051275-0,211051275,Chirnside Park,Moderate,1,10,145.33432,-37.76112
211051275-0,211051275,Chirnside Park,Moderate,1,11,145.34256,-37.71644
211051275-0,211051275,Chirnside Park,Moderate,1,12,145.31235,-37.71389
211051275-0,211051275,Chirnside Park,Moderate,1,13,145.3027,-37.7167
211051275-0,211051275,Chirnside Park,Moderate,1,14,145.2936,-37.71222
211051275-0,211051275,Chirnside Park,Moderate,1,15,145.29394,-37.72288
211051275-0,211051275,Chirnside Park,Moderate,1,16,145.28695,-37.7353
211051275-0,211051275,Chirnside Park,Moderate,1,17,145.29009,-37.74681
211051275-0,211051275,Chirnside Park,Moderate,1,18,145.29597,-37.74928
211051275-0,211051275,Chirnside Park,Moderate,1,19,145.2928,-37.75546
211051275-0,211051275,Chirnside Park,Moderate,1,20,145.29383,-37.7556
211051276-0,211051276,Healesville - Yarra Glen,Moderate,0.8,0,145.38428,-37.66178
211051276-0,211051276,Healesville - Yarra Glen,Moderate,0.8,1,145.38901,-37.66692
211051276-0,211051276,Healesville - Yarra Glen,Moderate,0.8,2,145.39804,-37.66848
211051276-0,211051276,Healesville - Yarra Glen,Moderate,0.8,3,145.40102,-37.67584
211051276-0,211051276,Healesville - Yarra Glen,Moderate,0.8,4,145.40677,-37.6758
211051276-0,211051276,Healesville - Yarra Glen,Moderate,0.8,5,145.40932,-37.66694
211051276-0,211051276,Healesville - Yarra Glen,Moderate,0.8,6,145.42379,-37.6632
211051276-0,211051276,Healesville - Yarra Glen,Moderate,0.8,7,145.42086,-37.65761
211051276-0,211051276,Healesville - Yarra Glen,Moderate,0.8,8,145.43087,-37.66331
211051276-0,211051276,Healesville - Yarra Glen,Moderate,0.8,9,145.42971,-37.66843
